transaction_id,customer_id,order_datetime,product_id,quantity,price_per_unit,total_amount,payment_method,order_status,coupon_applied
ORD6113,CUST1312,2024-09-11 07:57:27.546081,SKU10040,4,165.9,663.59, bank_transfer ,delivered,FALSE
ORD6114,CUST1186,,SKU10095,3,354.56,1063.69, paypal ,delivered,FALSE
ORD6115,CUST1469,,nan,2,423.72,847.44, nan , DELIVERED , false 
ORD6116,CUST1198,,sku10104,1,164.86,164.86,credit_card, returned , True 
ORD6117,CUST1396,,SKU10086,2,191.38,382.77,credit_card,,True
ORD6119,CUST1026,2025-08-03 05:39:10.462120,SKU10161,2,189.33,378.66,credit_card,delivered,False
ORD6120,CUST1331,,SKU10085,2,99.58,199.15,CREDIT_CARD,delivered, FALSE 
ORD6122,cust1048,,SKU10142,3,109.23,327.7,wallet,returned,
ORD6124,CUST1145,,SKU10064,2,308.52,617.04,credit_card,cancelled,True
ord6125,CUST1370,,SKU10168,4,135.35,541.39,credit_card, nan , False 
ORD6127,CUST1447,2025-04-28 17:29:20.410737,SKU10038,2,5.96,11.92,bank_transfer,delivered, False 
ORD6128,CUST1170,,SKU10020,3,22.3,66.9, PAYPAL ,delivered,True
ORD6129,CUST1298,,SKU10169,4,49.5,198.0,bank_transfer, pending ,FALSE
ORD6131,CUST1158,2024-04-16 11:30:36.903075,sku10167,2,82.19,164.38,paypal,delivered, nan 
ORD6132,CUST1357,,SKU10169,3,49.5,148.51,credit_card,returned,True
ORD6134,cust1304,,sku10181,1,208.07,208.07,credit_card,cancelled,False
ORD6137,CUST1192,2025-05-22 07:36:03.760150,NAN,1,186.03,186.03, nan ,delivered,False
ORD6140,CUST1343,2024-12-26 05:57:03.707359,SKU10179,4,69.07,276.28, CREDIT_CARD , returned ,False
ORD6143,cust1047,2024-07-13 13:07:15.084391,SKU10165,2,29.99,59.98,credit_card,DELIVERED,False
ORD6144,CUST1343,2025-08-14 02:20:24.370130,SKU10108,2,140.37,280.74, wallet , NAN ,FALSE
ORD6145,CUST1260,2024-04-08 12:00:01.709238,SKU10092,1,157.04,157.04,credit_card,pending, False 
ORD6146,cust1009,,SKU10092,1,157.04,157.04, wallet ,delivered,false
ORD6148,CUST1486,,SKU10054,3,44.25,132.75,credit_card, delivered , False 
ord6149,CUST1174,2024-06-11 18:33:41.097340,SKU10196,4,270.31,1081.25,,delivered,False
ORD6150,CUST1248,,sku10049,3,169.49,508.47, wallet ,delivered,True
ORD6153,CUST1151,,SKU10025,4,65.84,263.36,credit_card,delivered,False
ORD6154,nan,2025-03-05 15:33:09.377462,SKU10197,2,117.74,235.48,bank_transfer,delivered,False
ORD6155,CUST1276,,SKU10189,2,385.05,770.1,credit_card,delivered, FALSE 
ORD6157,CUST1019,,sku10169,1,49.5,49.5,wallet,delivered,true
ORD6159,CUST1316,,SKU10033,1,437.11,437.11,,delivered,NAN
ORD6161,CUST1078,,SKU10041,2,110.18,220.36,CREDIT_CARD,delivered,False
ORD6162,CUST1092,,SKU10177,2,307.17,614.34,credit_card,,False
ORD6163,nan,,SKU10159,3,79.65,238.95000000000002,credit_card,cancelled,False
ORD6165,CUST1369,,SKU10112,3,204.98,614.93, credit_card ,pending,false
ORD6166,CUST1022,,sku10105,4,251.59,1006.36,paypal,delivered,false
ORD6169,CUST1496,,SKU10113,2,13.69,27.38,credit_card,DELIVERED,False
ORD6170,CUST1312,,SKU10072,2,423.72,847.44, paypal ,returned, False 
ORD6173,CUST1119,,SKU10136,3,366.08,1098.25,wallet,pending,False
ORD6177,cust1188,2024-03-29 18:06:02.810186,sku10173,3,10.04,30.119999999999997,paypal,delivered,true
ORD6178,CUST1484,,SKU10146,3,22.53,67.59, wallet , delivered ,False
ORD6183,CUST1214,,SKU10041,1,110.18,110.18,credit_card, delivered ,FALSE
ord6184,CUST1418,,SKU10051,1,153.42,153.42,credit_card, nan , False 
ORD6186,CUST1070,,SKU10064,3,308.52,925.56,wallet,delivered, False 
ORD6187,CUST1026,,SKU10164,3,186.03,558.09,credit_card,delivered,false
ORD6189,CUST1283,,SKU10026,4,41.51,166.03, CREDIT_CARD ,delivered,False
ORD6191,CUST1435,,SKU10031,3,366.25,1098.74,credit_card,delivered, False 
ORD6195,CUST1463,2024-11-01 06:27:35.621682,SKU10131,4,141.63,566.53, credit_card ,delivered, nan 
ORD6196,CUST1075,,SKU10111,2,101.51,203.02, PAYPAL ,delivered,FALSE
ORD6197,CUST1046,2025-07-03 23:06:39.622370,SKU10056,4,284.2,1136.81,,NAN,FALSE
ORD6199,CUST1452,,SKU10089,2,358.61,717.22,, delivered ,False
