campaign_id,channel,campaign_type,start_date,end_date,promo_code,ad_spend,impressions,clicks,conversions,revenue,ctr,conversion_rate
CAMP3404,email,retargeting,2024-10-02,2025-06-07,nan,421.0,6226.0,224.0,25.0,1522.68,0.036,0.1116
 CAMP3405 , email ,seasonal_sale,2025-05-09,2025-10-22,nan,251.76,35155.0,1520.0,79.0,4460.5,0.0432,0.052
CAMP3406, facebook ,seasonal_sale,2025-01-13,2024-11-03, WELCOME10 ,98.41,163364.3987091328,1332.0,143.0,12398.95,0.0683,0.1074
 CAMP3407 ,GOOGLE_ADS,seasonal_sale,2024-06-08, 2024-02-26 ,nan,249.42,18207.0,234.0,16.0,416.37,0.0129,
 CAMP3408 ,facebook,seasonal_sale,2024-10-20, 2024-08-28 ,nan,62.09,45543.0,2947.0,284.0,17639.12,0.0647,0.0964
CAMP3409,in_app,seasonal_sale,2025-03-21,2024-10-16,nan,241.91,38109.0,9564.902277963532,52.0,6968.21,0.037,0.0369
 CAMP3410 ,in_app,seasonal_sale,2024-06-25,2025-09-06,SUMMER15,319.78,14031.0,796.0,89.0,9386.71,0.0567,0.1118
nan,in_app,brand_awareness,2025-02-25,2025-01-04, NAN ,475.72,1188.0,36.0,2.0,202.57,0.0303,0.0556
CAMP3412,email,new_arrival,2024-11-19,2024-03-14,nan,278.39,33592.0,1382.0,,3820.73,0.0411,0.068
nan, instagram ,retargeting,2025-07-22,2024-10-16, FREESHIP ,442.11,49477.0,1705.0,49.0,5766.53,0.0345,0.0287
camp3040,in_app, retargeting ,2025-03-26, 2025-05-11 , nan ,484.84,27907.0,1571.0,43.0,1569.76,0.2460293779829661,0.0274
CAMP3415, instagram ,NEW_ARRIVAL, 2025-10-20 ,2025-09-03,nan,318.4,48509.0,2526.0,109.0,11356.52,0.0521,0.0432
CAMP3416, email ,retargeting,2025-01-16,2024-05-19,nan,316.51,35227.0,2764.0,268.0,18631.9,0.0785,0.097
 CAMP3417 ,instagram,brand_awareness, 2024-01-11 ,2024-05-31,WELCOME10,460.06,36141.0,1981.0,187.0,12018.7,0.0548,
CAMP3418,google_ads, seasonal_sale , 2025-05-03 ,2024-03-16,nan,200.53,37486.0,1654.0,112.0,12920.94,,0.0677
CAMP3419,email,seasonal_sale,2024-04-22, 2024-04-20 , BF2025 ,260.33,11884.0,583.0,39.0,5388.39,0.0491,0.0669
CAMP3420, in_app ,seasonal_sale,2024-01-07,2024-03-20,nan,331.13,29606.0,2005.0,140.0,12754.36,0.0677,0.0698
 CAMP3421 ,google_ads,SEASONAL_SALE, 2025-05-31 ,2025-04-21,WELCOME10,162.24,40965.0,640.0,,3727.98,,0.0609
CAMP3422, email ,retargeting,2024-12-06,2025-04-11, nan ,455.64,19869.0,628.0,81.0,9158.24,0.0316,0.129
CAMP3423, google_ads ,brand_awareness, 2025-07-06 ,2024-02-21,nan,211.88,11805.0,416.0,28.0,3013.04,0.0352,0.0673
CAMP3424,nan, seasonal_sale ,2025-03-25,2025-01-03,SUMMER15,330.6,2365.0,28.0,1.0,118.83,0.0118,0.0357
 CAMP3425 ,EMAIL,seasonal_sale,nan,2024-06-22,nan,424.97,10718.0,302.0,40.0,,0.0282,0.1325
CAMP3426, GOOGLE_ADS ,NEW_ARRIVAL,2024-05-15, 2024-07-10 ,WELCOME10,348.71,,1047.0,121.0,14723.37,0.0225,0.1156
 CAMP3427 ,instagram,brand_awareness,2025-01-24,2024-04-06,SUMMER15,99.01,20052.0,1342.0,212.0,24408.95,0.0669,0.158
CAMP3428,google_ads,brand_awareness,2024-04-30,2024-04-17,FREESHIP,126.05,35883.0,2258.0,322.0,33949.41,0.0629,0.1426
CAMP3429,INSTAGRAM,new_arrival,2025-08-28,2025-08-14,nan,340.37,30803.0,1268.0,,8809.21,,0.1554
CAMP3430,INSTAGRAM, brand_awareness ,2025-01-13,2025-02-16,nan,401.93,6155.0,81.0,15.0,1079.04,0.0132,0.1852
CAMP3431,facebook, nan ,2025-02-20, nan ,WELCOME10,412.08,4779.0,186.0,6.0,308.44,0.0389,0.0323
camp3432, instagram ,seasonal_sale,2024-08-24,2025-03-12,WELCOME10,138.52,15349.0,878.0,69.0,5374.07,0.0572,0.0786
nan,EMAIL,seasonal_sale,2025-10-03,2024-01-16,BF2025,413.37,27046.0,1133.0,37.0,3906.43,0.0419,0.0327
camp3598,instagram, nan ,2024-07-23,2025-08-12,SUMMER15,321.72,41702.0,2873.0,364.0,33043.53,0.0689,0.1267
CAMP3435,GOOGLE_ADS, BRAND_AWARENESS ,2025-03-20,2024-02-11,NAN,341.17,15316.0,589.0,64.0,6547.71,0.0385,0.1087
CAMP3436,facebook, seasonal_sale ,2024-08-24, 2025-10-04 ,FREESHIP,181.8,23761.0,504.0,48.0,5830.92,0.0212,0.0952
camp3437, email , seasonal_sale , 2025-09-17 ,2024-11-30,FREESHIP,252.35,7104.0,367.0,50.0,7190.54,0.0517,0.1362
camp3438,in_app,retargeting,2024-09-21,2024-10-15, WELCOME10 ,471.98,27048.0,1686.0,85.0,11067.16,0.0623,0.0504
CAMP3439, in_app , new_arrival ,2024-09-09, 2025-11-11 ,NAN,104.75,36144.0,2422.0,218.0,20207.8,0.067,0.09
CAMP3440, email ,brand_awareness,nan,2024-01-30,nan,,11068.0,254.0,26.0,520.07,0.0229,0.1024
CAMP3441,IN_APP,new_arrival,2025-08-25, nan ,WELCOME10,265.75,2412.0,109.0,8.0,998.48,,0.0734
CAMP3442,instagram,nan,2025-08-18, nan ,NAN,163.05,21526.0,1028.0,63.0,4125.53,,0.0613
CAMP3443,google_ads,seasonal_sale,2025-06-29,2025-08-16, BF2025 ,131.08,13093.0,9564.902277963532,71.0,10498.31,0.0485,0.1118
 CAMP3444 , google_ads ,brand_awareness,2024-10-15,2024-07-05, nan ,69.8,2514.0,24.0,0.0,0.0,0.0095,0.0
CAMP3445,instagram, seasonal_sale ,nan,2024-12-27,SUMMER15,374.14,5907.0,202.0,934.6249131116298,1278.36,0.0342,0.1238
CAMP3446, google_ads , retargeting ,2025-09-12,2025-06-27, WELCOME10 ,,9369.0,602.0,71.0,87556.8156026327,0.0643,0.1179
CAMP3447,email,new_arrival,2025-01-26,2024-07-11,WELCOME10,149.79,22827.0,425.0,10.0,1065.0,0.0186,0.0235
 CAMP3448 ,instagram,new_arrival, 2025-01-09 ,2024-06-30,nan,273.98,14478.0,656.0,14.0,1696.4,0.0453,0.0213
CAMP3449,in_app, NEW_ARRIVAL ,2024-06-10, 2025-01-06 ,SUMMER15,345.28,27358.0,760.0,77.0,10177.49,0.0278,0.1013
CAMP3450, email ,NEW_ARRIVAL,2025-03-21,2024-03-24,nan,451.28,44014.0,2428.0,,87556.8156026327,0.0552,0.084
CAMP3451, facebook ,RETARGETING,2024-04-09,2025-01-02,SUMMER15,365.66,38107.0,920.0,89.0,4903.42,,0.0967
camp3452,IN_APP,retargeting,2024-01-25,2024-08-08,nan,490.62,29143.0,1768.0,233.0,8734.07,0.0607,0.1318
CAMP3453, GOOGLE_ADS ,seasonal_sale,2025-01-18, 2025-06-05 ,SUMMER15,330.4,43445.0,1791.0,212.0,,0.0412,0.1184
camp3454,facebook,new_arrival,2024-07-06,2024-12-18,WELCOME10,364.34,6812.0,222.0,24.0,1031.97,0.0326,0.1081
CAMP3455,google_ads,RETARGETING,2025-01-10,2025-04-25,NAN,208.47,7652.0,519.0,75.0,8382.92,0.0678,0.1445
CAMP3456, NAN , seasonal_sale ,2025-05-13,2025-03-31,bf2025,71.9,20831.0,1620.0,,5111.18,0.0778,0.1049
CAMP3457,in_app,brand_awareness,2025-03-29,nan,WELCOME10,379.61,13135.0,437.0,53.0,4677.2,0.0333,0.1213
CAMP3458,in_app,nan,2024-07-21,2025-02-12,nan,278.7,8816.0,547.0,,919.66,,0.053
CAMP3459,in_app,seasonal_sale,2025-06-02,2024-12-30,nan,393.54,25884.0,1419.0,186.0,10817.76,0.0548,0.1311
CAMP3460,facebook,brand_awareness,2025-09-22,2025-03-30,WELCOME10,416.05,1455.0,109.0,5.0,689.2,0.0749,0.0459
 CAMP3461 ,FACEBOOK,new_arrival,nan,2024-09-27,nan,185.12,5508.0,174.0,24.0,3463.37,0.0316,0.1379
CAMP3462,email,new_arrival,2025-05-22,2024-07-19,nan,457.18,20191.0,292.0,34.0,2522.96,0.0145,0.1164
CAMP3463,email,BRAND_AWARENESS,2025-09-03,2025-01-03,WELCOME10,370.96,27333.0,1092.0,137.0,17524.75,0.04,0.1255
 CAMP3464 ,instagram,brand_awareness, 2024-05-02 ,2024-04-13,SUMMER15,109.38,49763.0,2004.0,,7270.81,0.0403,0.1327
CAMP3465,in_app,brand_awareness,2024-07-11, 2024-11-21 ,nan,301.17,6471.0,477.0,37.0,2972.51,0.0737,0.0776
CAMP3466,instagram,new_arrival,2025-05-04,2024-07-26, nan ,449.37,33977.0,2472.0,,11274.43,0.0728,0.48089250936787425
CAMP3467,facebook, retargeting ,2024-06-05,2025-08-24, BF2025 ,495.18,15837.0,324.0,16.0,1496.03,0.0205,0.0494
CAMP3468,in_app,seasonal_sale,2024-09-05,2024-12-18,nan,330.34,34855.0,2397.0,347.0,32007.23,0.0688,0.1448
CAMP3469,google_ads,brand_awareness,2024-10-15,2024-05-24,nan,350.07,10589.0,816.0,71.0,2650.02,0.0771,0.48089250936787425
CAMP3440, email ,brand_awareness,nan,2024-01-30,nan,,11068.0,9564.902277963532,26.0,520.07,0.0229,0.1024
CAMP3471, instagram ,brand_awareness,2024-03-03,nan,nan,124.78,163364.3987091328,1740.0,220.0,32954.73,0.0434,0.48089250936787425
CAMP3472,in_app,seasonal_sale,2024-11-22, nan ,WELCOME10,83.19,,776.0,15.0,1763.75,,0.0193
 CAMP3473 , GOOGLE_ADS ,seasonal_sale,2025-02-11, nan ,nan,310.33,28061.0,1495.0,183.0,5121.41,0.0533,0.1224
CAMP3474,google_ads,seasonal_sale,2025-10-08,2025-06-01,nan,325.7,22140.0,1620.0,,18113.02,0.0732,0.1191
CAMP3475, EMAIL , nan , 2024-08-29 ,2024-01-19,nan,345.46,21197.0,1678.0,122.0,14775.28,0.0792,0.0727
CAMP3476,instagram,retargeting,2024-08-04, 2025-06-06 ,nan,83.28,24181.0,1899.0,44.0,3131.95,0.0785,0.0232
CAMP3477,in_app,brand_awareness,2024-11-25,2024-10-19,WELCOME10,427.82,37251.0,578.0,21.0,2550.56,0.0155,0.0363
CAMP3478,email, seasonal_sale ,2025-10-12,2025-05-07,nan,411.57,12173.0,284.0,8.0,87556.8156026327,0.0233,0.0282
nan,facebook,brand_awareness,2025-10-14, 2024-01-30 ,nan,106.37,38010.0,839.0,48.0,5218.16,0.0221,0.0572
 CAMP3480 ,in_app,brand_awareness, 2025-08-06 ,2024-07-27,WELCOME10,287.81,20549.0,642.0,23.0,1642.65,0.2460293779829661,0.0358
 CAMP3481 ,email,RETARGETING,2025-02-23,2024-12-20,SUMMER15,52.15,23365.0,368.0,11.0,1398.73,0.0158,0.0299
camp3482,google_ads,seasonal_sale, 2024-11-13 ,2025-03-09,nan,364.81,9595.0,292.0,48.0,5046.48,0.0304,0.1644
CAMP3483, in_app ,SEASONAL_SALE,2025-06-12,2024-08-26,FREESHIP,60.98,25335.0,1426.0,934.6249131116298,5404.28,0.0563,0.0456
CAMP3484, google_ads ,retargeting, 2024-12-06 ,2025-06-17,BF2025,448.03,36974.0,2824.0,103.0,14832.0,0.0764,0.48089250936787425
 camp3485 ,IN_APP,retargeting,2025-03-21,2025-09-01,welcome10,154.45,14097.0,222.0,10.0,,,0.045
CAMP3486,google_ads,NEW_ARRIVAL,2024-08-28,2024-09-01, nan ,471.55,20946.0,607.0,50.0,5372.47,0.029,0.0824
CAMP3487,facebook,retargeting,2024-07-26, 2024-03-21 ,WELCOME10,437.37,163364.3987091328,475.0,,9489.71,0.02,0.1747
 CAMP3488 , email , new_arrival ,2025-04-17,2024-04-12,WELCOME10,387.21,29698.0,2225.0,90.0,3154.52,0.0749,0.0404
CAMP3489,google_ads,retargeting,2025-09-03,2024-07-14,nan,464.97,7826.0,276.0,9.0,299.58,0.0353,0.0326
CAMP3490, in_app ,new_arrival, nan ,nan,nan,188.51,17917.0,977.0,129.0,,0.0545,0.132
CAMP3491,google_ads,seasonal_sale,2025-05-21,2025-05-11,NAN,463.19,10740.0,372.0,38.0,4901.75,0.0346,0.1022
CAMP3492,google_ads,retargeting, nan ,2025-02-17, SUMMER15 ,298.52,6278.0,347.0,16.0,1971.51,0.0553,0.0461
CAMP3493,instagram,retargeting, 2024-10-20 ,2025-11-05,BF2025,57.93,31905.0,2232.0,223.0,21893.63,0.07,0.0999
CAMP3494,INSTAGRAM,nan,2024-01-25, 2024-05-11 ,WELCOME10,482.47,8236.0,191.0,26.0,1091.15,0.0232,
 CAMP3495 ,google_ads,nan,2025-03-17, 2025-09-23 ,nan,482.69,25902.0,1855.0,114.0,12074.03,0.0716,0.0615
CAMP3928, FACEBOOK ,seasonal_sale,nan,2024-03-22,nan,311.83,28520.0,1627.0,74.0,6751.13,0.057,0.0455
CAMP3497,EMAIL,new_arrival,2024-10-24, nan ,nan,416.26,46772.0,529.0,33.0,1714.45,0.0113,0.48089250936787425
CAMP3498,instagram,NAN,NAN, 2025-10-17 ,nan,,22199.0,600.0,43.0,6040.83,0.027,
CAMP3499,IN_APP,brand_awareness, 2024-05-26 ,2025-11-03,nan,473.74,18912.0,840.0,112.0,7173.08,0.0444,0.1333
CAMP3500, FACEBOOK ,new_arrival,2024-07-24,2024-02-07,BF2025,169.07,36229.0,944.0,96.0,11508.51,0.0261,0.48089250936787425
CAMP3501, email ,retargeting,2025-08-20,2024-04-18, SUMMER15 ,331.82,8054.0,264.0,38.0,1494.95,0.0328,0.1439
 CAMP3502 ,instagram,RETARGETING,2025-01-18,2025-02-26,SUMMER15,258.28,27582.0,1676.0,44.0,4075.92,0.0608,0.0263
CAMP3600, INSTAGRAM ,seasonal_sale,2025-05-03,2025-03-03,BF2025,243.75,,,148.0,7999.12,0.0641,0.0602
CAMP3504,in_app,brand_awareness,nan,2024-03-11,WELCOME10,119.4,20531.0,977.0,148.0,7251.56,0.0476,0.1515
camp3505,EMAIL, new_arrival ,2024-12-01,2025-05-21,nan,,4592.0,9564.902277963532,26.0,1180.65,0.0364,0.1557
CAMP3506, IN_APP , RETARGETING ,2024-12-21,2025-03-04,nan,490.61,28156.0,1722.0,218.0,28210.81,0.0612,0.1266
CAMP3507,NAN,seasonal_sale,2025-05-27,nan,nan,283.85,43850.0,1169.0,38.0,4293.33,0.0267,0.0325
 CAMP3508 ,in_app,brand_awareness,2024-12-08,2025-01-19, nan ,406.27,6690.0,165.0,3.0,314.37,0.0247,0.0182
 CAMP3308 ,instagram, retargeting ,2025-03-26,2025-09-12, nan ,60.13,23016.0,9564.902277963532,30.0,2085.26,0.0113,0.1158
camp3510,instagram,BRAND_AWARENESS, 2024-12-21 ,nan,nan,247.62,44215.0,3345.0,,12856.3,0.0757,0.0502
CAMP3511,instagram,seasonal_sale,2024-12-29,2024-06-15,nan,73.49,9679.0,139.0,15.0,2060.78,0.0144,0.1079
 CAMP3512 ,instagram, brand_awareness ,2025-08-26,2025-01-13,nan,470.65,27690.0,868.0,32.0,855.8,0.0313,0.0369
CAMP3513,google_ads,seasonal_sale, 2024-04-09 , 2024-11-22 ,nan,357.24,49329.0,1614.0,146.0,14986.02,0.0327,0.0905
CAMP3514,in_app, seasonal_sale ,2025-02-17,2025-04-07,nan,117.28,33031.0,2116.0,305.0,7075.63,0.0641,0.1441
CAMP3515,in_app, retargeting ,2024-08-31, 2025-03-18 ,SUMMER15,182.68,33875.0,447.0,21.0,2106.91,0.0132,0.047
CAMP3516,in_app,retargeting, 2024-06-01 ,2025-01-14,nan,162.52,40932.0,,147.0,15074.6,0.043,0.0834
CAMP3517,email,nan, 2025-06-02 , 2024-02-06 ,welcome10,433.73,22323.0,1239.0,128.0,15182.92,0.0555,0.1033
CAMP3518,INSTAGRAM,nan,2025-03-26,2024-11-09, nan ,102.41,21802.0,757.0,88.0,9482.58,0.0347,0.1162
CAMP3519,facebook,nan, 2024-02-16 , 2024-04-07 ,SUMMER15,107.78,20480.0,1331.0,141.0,16350.07,0.065,0.1059
CAMP3520,email,seasonal_sale,2024-06-24,2024-01-26,nan,150.15,10256.0,,934.6249131116298,671.17,0.023,0.0339
 CAMP3521 , EMAIL ,seasonal_sale,2025-09-05,2024-09-18,nan,485.09,,1301.0,79.0,87556.8156026327,0.0661,0.0607
 CAMP3522 ,facebook,retargeting,2024-07-27, 2025-01-06 ,SUMMER15,1612.48950299938,,78.0,4.0,417.43,0.0334,0.0513
CAMP3523,facebook,brand_awareness, 2024-05-26 ,2024-07-15,NAN,133.78,15722.0,222.0,20.0,,0.0141,0.0901
CAMP3524,email,seasonal_sale,2024-08-26,2025-09-06,NAN,1612.48950299938,31148.0,9564.902277963532,222.0,9616.32,0.0696,0.1024
 CAMP3525 ,EMAIL,BRAND_AWARENESS, 2024-04-29 ,2024-10-30,nan,475.68,21885.0,495.0,49.0,5632.82,0.0226,0.099
nan, in_app ,brand_awareness,2024-10-05,2024-08-11,nan,,,1034.0,139.0,4127.17,0.0689,0.1344
CAMP3527,nan,retargeting,nan,2025-04-20,BF2025,332.7,6117.0,404.0,28.0,1029.67,0.066,0.0693
CAMP3528,instagram,new_arrival,2024-01-21,nan,welcome10,1612.48950299938,47261.0,3630.0,94.0,9906.98,0.0768,0.0259
CAMP3529, facebook ,brand_awareness,2024-07-02,2025-08-17,nan,484.92,27474.0,1834.0,59.0,7341.41,0.0668,0.0322
camp3530, facebook ,seasonal_sale,2024-06-21,2025-06-25,nan,197.23,3671.0,76.0,,605.88,0.0207,0.0658
 CAMP3531 ,facebook,seasonal_sale,2024-06-17,2024-08-13,SUMMER15,499.86,43497.0,3425.0,472.0,34519.11,0.0787,0.1378
CAMP3532,nan,SEASONAL_SALE,2024-06-25, 2024-10-23 ,FREESHIP,76.79,23922.0,,83.0,2366.64,0.0288,0.1206
 camp3533 , nan ,seasonal_sale,2024-12-19,2024-08-31,SUMMER15,52.78,19669.0,613.0,77.0,7779.31,0.0312,0.1256
CAMP3534,instagram,new_arrival,2025-02-13,2024-06-05,nan,277.44,48797.0,876.0,91.0,12340.22,0.018,
CAMP3535,google_ads, brand_awareness ,2024-08-13,nan,WELCOME10,134.26,47157.0,1209.0,149.0,15923.49,0.0256,0.1232
 CAMP3536 ,EMAIL, retargeting ,2024-07-11,2025-08-09,nan,59.48,31564.0,398.0,8.0,703.44,0.2460293779829661,
 CAMP3537 ,nan,brand_awareness,NAN,2024-03-30,nan,328.72,45471.0,2142.0,316.0,29606.9,0.0471,
camp3538,email,seasonal_sale,2024-06-12,2025-01-23,nan,375.67,20305.0,1085.0,66.0,7075.99,0.0534,0.0608
CAMP3539,EMAIL,retargeting,2025-01-29,2024-08-01,SUMMER15,155.36,36022.0,1492.0,140.0,18407.22,0.0414,0.0938
nan,email,new_arrival, 2024-07-23 ,2024-02-07, BF2025 ,154.34,24154.0,405.0,46.0,3760.02,,0.1136
nan, google_ads ,brand_awareness,2025-01-02,2025-10-26, nan ,221.46,33281.0,1999.0,,4942.69,,
CAMP3542,google_ads,retargeting,2025-03-16,2025-08-18,FREESHIP,285.93,47489.0,1645.0,206.0,13572.23,0.0346,0.48089250936787425
CAMP3543,email,new_arrival,2024-03-19,nan,nan,267.95,,2231.0,215.0,4946.94,0.0585,0.0964
camp3544,instagram,retargeting,2024-11-29,2025-07-12,nan,289.89,7696.0,88.0,5.0,255.71,,0.0568
CAMP3545,INSTAGRAM,brand_awareness,2024-08-28,2024-05-28,nan,374.26,21581.0,535.0,44.0,3763.32,0.0248,0.0822
 CAMP3546 ,instagram,seasonal_sale,2025-05-03,2025-03-24,BF2025,69.3,21709.0,,163.0,9723.82,0.0527,0.1425
CAMP3547,EMAIL,new_arrival,2024-10-26,2025-07-24,WELCOME10,81.26,163364.3987091328,138.0,16.0,2225.27,0.0353,0.1159
CAMP3548,email,seasonal_sale,2024-08-07, 2025-04-07 ,bf2025,428.19,21837.0,850.0,119.0,4529.01,0.0389,0.14
 CAMP3549 ,INSTAGRAM,seasonal_sale,2024-01-25,2024-03-17,SUMMER15,113.25,12580.0,562.0,934.6249131116298,87556.8156026327,0.0447,0.0214
CAMP3550,google_ads, RETARGETING , 2025-10-08 ,2024-09-23,nan,431.46,41065.0,782.0,72.0,4158.06,0.019,
 nan ,in_app, new_arrival ,2025-09-08,2025-05-31,nan,105.27,25814.0,549.0,91.0,5693.05,0.0213,0.1658
 CAMP3552 , facebook ,brand_awareness,2024-12-08,2024-01-15,nan,270.6,,936.0,111.0,16115.69,,0.1186
CAMP3553,nan,seasonal_sale,2025-04-30,2024-09-16,nan,101.87,40666.0,1796.0,211.0,17919.3,0.0442,0.1175
CAMP3554, instagram ,BRAND_AWARENESS,2025-09-11,nan,FREESHIP,441.44,21635.0,437.0,54.0,2079.47,0.0202,0.1236
CAMP3555,in_app,nan,2025-03-26, 2024-11-21 ,nan,190.73,37232.0,2578.0,55.0,7556.3,0.0692,0.0213
CAMP3556,nan,retargeting,2024-03-09,2024-04-23,nan,353.52,49016.0,2600.0,83.0,2614.33,0.053,0.0319
 CAMP3557 ,google_ads,nan,2025-07-28,2024-08-06,nan,59.81,18280.0,593.0,934.6249131116298,3722.42,0.2460293779829661,0.0708
CAMP3558,google_ads,nan,2025-01-13,2024-01-14, nan ,119.67,47816.0,2858.0,,17765.22,0.0598,
CAMP3559,google_ads,NEW_ARRIVAL,2024-06-03, 2024-05-03 ,nan,243.44,6208.0,194.0,27.0,576.47,0.0312,0.1392
CAMP3560, instagram ,retargeting, 2024-01-24 ,2024-11-24,nan,178.57,34339.0,809.0,24.0,1934.38,0.0236,0.0297
 CAMP3561 ,instagram,BRAND_AWARENESS,2024-03-18, 2024-08-23 ,nan,215.7,28251.0,437.0,,9956.38,0.0155,0.1533
 CAMP3562 ,email,brand_awareness, 2024-11-30 ,2024-04-18,WELCOME10,,32061.0,988.0,65.0,5391.38,,0.0658
camp3563,in_app, retargeting ,2024-02-05, nan ,WELCOME10,192.83,14518.0,9564.902277963532,105.0,3388.94,0.0698,0.1037
camp3564,email, brand_awareness ,2024-08-14,2024-09-25,SUMMER15,342.1,38361.0,496.0,934.6249131116298,4236.0,0.0129,0.1089
CAMP3565,facebook,SEASONAL_SALE, 2025-06-10 ,2025-02-23,nan,318.56,33235.0,1877.0,191.0,6308.06,0.0565,0.1018
CAMP3566,instagram,new_arrival,2025-04-14,2025-02-12,WELCOME10,336.64,16980.0,903.0,108.0,9420.33,,0.1196
nan,email,seasonal_sale,2024-05-14,2025-09-22,nan,79.9,44889.0,1974.0,324.0,42079.26,0.044,0.1641
nan,email,seasonal_sale,2024-04-23,nan,nan,446.15,28857.0,1410.0,159.0,,0.0489,0.1128
 CAMP3569 ,facebook, seasonal_sale ,2025-06-25,NAN,nan,491.99,2468.0,25.0,4.0,357.01,0.0101,
CAMP3570,instagram,RETARGETING,2025-09-16,2025-03-06,nan,158.42,37738.0,840.0,88.0,8611.23,0.0223,0.1048
nan,nan,brand_awareness,2024-03-17,2025-08-22,WELCOME10,212.73,32811.0,998.0,68.0,10012.17,0.0304,0.0681
NAN,email,RETARGETING,2024-12-27,nan,nan,254.68,6357.0,214.0,18.0,1973.15,0.0337,0.0841
CAMP3573,instagram,new_arrival,2025-07-04,2024-02-01,BF2025,269.3,20685.0,316.0,49.0,3772.0,0.0153,0.1551
 camp3574 ,email,retargeting, 2024-10-04 ,2024-11-15,nan,350.4,32833.0,2414.0,311.0,45589.26,0.0735,0.1288
CAMP3575,email,BRAND_AWARENESS,2025-10-30,2025-03-18,SUMMER15,93.82,21604.0,435.0,60.0,87556.8156026327,0.0201,0.1379
CAMP3262,instagram, SEASONAL_SALE ,2024-03-24,2025-08-30, nan ,359.11,18702.0,1117.0,150.0,9123.41,0.0597,0.1343
CAMP3577,GOOGLE_ADS,nan,2025-03-03,2024-08-29,WELCOME10,172.19,163364.3987091328,1761.0,228.0,,0.0393,0.1295
CAMP3578,EMAIL,brand_awareness, 2025-08-08 ,2024-12-02,nan,255.92,2240.0,68.0,5.0,318.73,0.0304,0.0735
CAMP3579,instagram,retargeting,2024-08-30,2025-09-08,WELCOME10,422.04,24371.0,536.0,78.0,10461.04,0.022,0.1455
CAMP3580, email ,seasonal_sale,2024-08-26,2024-06-25,NAN,81.73,48369.0,911.0,123.0,7519.48,0.0188,
CAMP3581,nan, brand_awareness ,2024-08-31,2024-05-09,WELCOME10,178.11,5224.0,73.0,14.0,1714.01,,0.1918
CAMP3582, email ,seasonal_sale,2025-06-12,nan,nan,,41898.0,616.0,43.0,4171.87,0.0147,0.0698
nan, in_app ,new_arrival,2025-07-02,2024-05-06,FREESHIP,477.78,27574.0,1849.0,91.0,2291.67,0.0671,
CAMP3584,facebook,nan,nan,2024-08-02, WELCOME10 ,142.52,40558.0,3231.0,85.0,7117.77,0.0797,0.0263
nan,email,SEASONAL_SALE,2025-05-30,2025-05-09, BF2025 ,229.63,47500.0,2157.0,145.0,4095.49,0.0454,0.0672
nan,email,seasonal_sale,2025-09-27,2025-02-11,SUMMER15,73.54,21141.0,1043.0,139.0,,0.0493,0.1333
nan, email ,retargeting,2025-08-05, 2024-10-04 ,nan,,7639.0,447.0,39.0,4500.81,0.0585,
 CAMP3588 ,in_app,retargeting,2024-07-24,2024-08-31,nan,172.32,11558.0,354.0,23.0,2905.74,0.0306,0.065
nan,in_app,BRAND_AWARENESS,2025-04-03,2025-09-24,SUMMER15,259.81,11615.0,852.0,87.0,2728.49,0.0734,0.1021
CAMP3590, email ,brand_awareness,2024-05-06, 2024-08-25 , WELCOME10 ,345.04,11178.0,716.0,,3305.94,0.0641,0.0615
CAMP3591, email ,seasonal_sale, 2025-02-21 ,2024-07-28, WELCOME10 ,412.67,3877.0,291.0,15.0,,0.0751,0.0515
CAMP3592, instagram ,brand_awareness, 2024-01-08 ,NAN,NAN,454.81,49581.0,1929.0,192.0,14654.08,0.0389,0.0995
CAMP3593,facebook,seasonal_sale,2024-10-24, 2025-07-03 ,SUMMER15,344.45,17468.0,1071.0,39.0,5039.5,0.0613,0.0364
nan,facebook,SEASONAL_SALE,2025-07-24,2025-03-28,FREESHIP,315.51,28796.0,371.0,13.0,585.96,0.0129,0.035
CAMP3595,email,brand_awareness,2024-03-20,2025-03-16,SUMMER15,447.24,9846.0,356.0,13.0,1639.22,0.0362,
camp3596, instagram ,retargeting,2025-07-03,2025-02-07, NAN ,75.78,47075.0,1682.0,169.0,4753.06,0.0357,
 CAMP3597 ,email, new_arrival ,2025-02-09,2024-09-21,nan,347.94,31056.0,1085.0,,11257.88,0.0349,0.1106
camp3598,instagram, nan ,2024-07-23,2025-08-12,SUMMER15,321.72,41702.0,2873.0,364.0,33043.53,0.0689,0.1267
CAMP3599,GOOGLE_ADS,brand_awareness,2024-08-21,2025-07-12,BF2025,478.28,25618.0,1733.0,151.0,87556.8156026327,0.0676,0.0871
CAMP3600, INSTAGRAM ,seasonal_sale,2025-05-03,2025-03-03,BF2025,243.75,,,148.0,7999.12,0.0641,0.0602
CAMP3601,GOOGLE_ADS,brand_awareness, 2024-06-21 ,2025-09-08,WELCOME10,488.92,24581.0,835.0,,6917.24,0.034,0.1222
CAMP3602, instagram ,seasonal_sale,2025-07-14, 2024-07-02 ,WELCOME10,494.08,34691.0,1312.0,112.0,8149.92,0.0378,0.0854
nan, in_app ,seasonal_sale,2025-03-16, 2024-12-29 ,nan,50.49,35493.0,2778.0,,11440.47,0.0783,0.48089250936787425
nan,google_ads,seasonal_sale, nan ,2025-10-16,BF2025,304.31,21354.0,1568.0,50.0,4998.64,0.0734,0.0319
