event_id,session_id,customer_id,event_type,event_datetime,sku,quantity,unit_price
EVT207827,,CUST1485,page_view,2025-11-21 19:26:58.000000,,,
EVT207828,,CUST1485,product_view,2025-11-21 19:27:24.000000,,,267.13
EVT207829,SESS103945,CUST1068,page_view,2025-02-28 04:40:53.000000,,,
EVT207830,,CUST1196,page_view,2025-08-21 12:14:09.000000,,,
EVT207831,SESS103946,CUST1196,,2025-08-21 12:14:14.000000,SKU10074,,269.52
EVT207832,SESS103947,,page_view,,,,
EVT207833,SESS103947,CUST1367,PRODUCT_VIEW,2025-09-24 22:09:25.000000,SKU10064,,
,SESS103949,CUST1072,page_view,2025-02-25 07:13:01.000000,,,
EVT207835,SESS103949,CUST1072,product_view,2025-02-25 07:13:30.000000,SKU10164,,420.68
EVT207836,SESS103950,CUST1469,page_view,2025-09-05 15:34:33.000000,,,
EVT207837,SESS103950,CUST1469,product_view,,,,67.28
EVT207838,SESS103951,CUST1124,page_view,2025-04-27 11:03:37.000000,,,
EVT207839,SESS103952,CUST1436,page_view,2025-12-10 03:10:05.000000,,,
EVT207840,SESS103952,CUST1436,product_view,2025-12-10 03:10:26.000000,SKU10182,,195.45
,, CUST1436 ,add_to_cart,2025-12-10 03:12:33.000000,SKU10182,1.0,195.45
,,CUST1214,page_view,2025-03-03 13:45:40.000000,,,
EVT207843,SESS103954,CUST1390, page_view ,2025-07-06 09:00:09.000000,,,
EVT207844,SESS103954,CUST1390,product_view,2025-07-06 09:00:37.000000,SKU10199,,283.7
EVT207845,SESS103955,CUST1121,page_view,2025-12-27 02:24:25.000000,,,
EVT207846,SESS103955,CUST1121,,2025-12-27 02:24:40.000000,SKU10191,,435.85
EVT207847,SESS103956, CUST1255 ,page_view,2026-01-13 07:19:29.000000,,,
EVT207848,SESS103956, CUST1255 ,product_view,2026-01-13 07:19:41.000000,SKU10125,,275.43
EVT207849,SESS103956, CUST1255 ,add_to_cart,2026-01-13 07:22:19.000000,SKU10125,4.0,275.43
EVT207850,SESS103957,CUST1155,page_view,2025-03-09 17:37:05.000000,,,
EVT207851,SESS103958,,page_view,2026-02-08 09:43:19.000000,,,
EVT207852,SESS103959,CUST1269,page_view,2025-04-08 00:27:59.000000,,,
EVT207853,SESS103959,CUST1269,product_view,2025-04-08 00:28:20.000000,SKU10035,,439.47
EVT207854,,CUST1269,add_to_cart,2025-04-08 00:28:57.000000,SKU10035,3.0,439.47
,SESS103960,CUST1031,page_view,2025-05-31 21:13:41.000000,,,
EVT207856,SESS103961,CUST1033,page_view,2025-12-13 09:32:05.000000,,,
EVT207857,SESS103961,CUST1033,product_view,2025-12-13 09:32:38.000000,SKU10042,,473.53
EVT207858,SESS103961,CUST1033,add_to_cart,2025-12-13 09:34:55.000000,SKU10042,4.0,473.53
EVT207859,SESS103961,CUST1033,begin_checkout,2025-12-13 09:36:07.000000,SKU10042,4.0,473.53
EVT207860,SESS103961,CUST1033,purchase,2025-12-13 09:40:53.000000,SKU10042,4.0,473.53
EVT207861,SESS103962,,page_view,2026-01-26 09:09:02.000000,,,
EVT207862,SESS103963,CUST1131,page_view,2025-05-04 09:38:13.000000,,,
EVT207863,SESS103963,CUST1131,product_view,2025-05-04 09:39:09.000000,,,60.39
EVT207864,SESS103963,CUST1131,add_to_cart,2025-05-04 09:41:02.000000,SKU10015,1.0,60.39
EVT207865,,CUST1131,begin_checkout,2025-05-04 09:42:14.000000,SKU10015,1.0,60.39
EVT207866,SESS103963,CUST1131,purchase,2025-05-04 09:47:12.000000,SKU10015,1.0,60.39
,SESS103964,CUST1180,page_view,2026-02-08 22:38:45.000000,,,
EVT207868,SESS103965,,page_view,2025-07-03 13:32:11.000000,,,
EVT207869,SESS103966,CUST1001,page_view,2025-03-23 20:53:55.000000,,,
EVT207870,SESS103967,CUST1220,page_view,2025-11-02 00:04:24.000000,,,
EVT207871,SESS103967,cust1220,,2025-11-02 00:05:06.000000,SKU10134,,117.12
EVT207872,SESS103967,CUST1220,add_to_cart,2025-11-02 00:06:02.000000,SKU10134,4.0,117.12
EVT207873,SESS103967,CUST1220,begin_checkout,2025-11-02 00:08:50.000000,SKU10134,4.0,117.12
EVT207874,,CUST1220,purchase,2025-11-02 00:14:12.000000,SKU10134,4.0,117.12
EVT207875,SESS103968,CUST1320,page_view,2025-03-12 14:45:18.000000,,,
EVT207876,SESS103968,CUST1320,product_view,2025-03-12 14:45:29.000000,SKU10060,,78.73
EVT207877,,CUST1044,page_view,2026-01-31 06:28:13.000000,,,
,SESS103969,CUST1044,product_view,2026-01-31 06:28:48.000000,,,50.76
EVT207879,SESS103970,,page_view,2025-08-17 20:34:39.000000,,,
EVT207880,SESS103971,CUST1251,page_view,,,,
EVT207881,SESS103971,CUST1251,product_view,2025-03-28 03:41:01.000000, sku10005 ,,267.13
,SESS103971,CUST1251,add_to_cart,2025-03-28 03:42:13.000000,SKU10005,,267.13
EVT207883,SESS103972,CUST1330,page_view,2025-07-22 11:53:58.000000,,,
EVT207884,SESS103972,CUST1330,product_view,2025-07-22 11:54:14.000000,SKU10185,,326.13
EVT207885,SESS103972,CUST1330,add_to_cart,2025-07-22 11:56:20.000000,SKU10185,4.0,326.13
EVT207886,SESS103973,,page_view,2025-09-04 09:37:43.000000,,,
EVT207887,SESS103973,,product_view,2025-09-04 09:38:20.000000,SKU10092,,94.26
EVT207888,SESS103973,, add_to_cart ,2025-09-04 09:38:42.000000,SKU10092,2.0,
EVT207889,SESS103973,,begin_checkout,,SKU10092,2.0,94.26
EVT207890,SESS103973,,purchase,2025-09-04 09:41:10.000000,SKU10092,2.0,94.26
EVT207891,SESS103974,CUST1083,page_view,2025-07-22 22:43:05.000000,,,
EVT207892,SESS103974,CUST1083,product_view,2025-07-22 22:43:57.000000,SKU10026,,354.92
EVT207893,SESS103974,CUST1083,add_to_cart,2025-07-22 22:44:36.000000,SKU10026,3.0,354.92
EVT207894,SESS103974,,,,,3.0,354.92
EVT207895,SESS103975,CUST1320,page_view,2025-09-22 21:20:41.000000,,,
,SESS103975,CUST1320,product_view,2025-09-22 21:21:35.000000,SKU10002,,170.48
EVT207897,SESS103977,CUST1406,page_view,2026-02-07 18:26:33.000000,,,
EVT207898,SESS103977,CUST1406,product_view,2026-02-07 18:26:51.000000,SKU10057,,
EVT207899,SESS103978,CUST1440,page_view,2025-06-26 18:51:01.000000,,,
EVT207900,SESS103979,CUST1461,page_view,2025-11-26 06:26:05.000000,,,
EVT207901,SESS103979,CUST1461,,2025-11-26 06:26:33.000000,SKU10047,,403.03
EVT207902,SESS103979,CUST1461,add_to_cart,2025-11-26 06:27:23.000000,SKU10047,2.0,403.03
EVT207903,SESS103980,CUST1205,,2025-06-22 10:02:36.000000,,,
EVT207904,SESS103980,CUST1205,product_view,2025-06-22 10:03:00.000000,SKU10143,,138.79
EVT207905,SESS103980,CUST1205,add_to_cart,2025-06-22 10:04:22.000000,SKU10143,,138.79
EVT207906,SESS103981,,page_view,2025-11-08 04:40:44.000000,,,
EVT207907,SESS103982,CUST1301,page_view,2025-04-18 08:39:48.000000,,,
EVT207908,SESS103982,CUST1301,product_view,2025-04-18 08:40:11.000000,SKU10185,,326.13
EVT207909,SESS103983,CUST1056,page_view,2025-03-24 17:41:25.000000,,,
EVT207910,SESS103983,CUST1056,product_view,2025-03-24 17:42:10.000000,SKU10148,,58.07
EVT207911,SESS103984,CUST1394,page_view,,,,
EVT207912,SESS103984,CUST1394,product_view,2025-11-01 20:04:08.000000,,,68.21
EVT207913,SESS103984,CUST1394,add_to_cart,2025-11-01 20:05:10.000000,SKU10171,1.0,68.21
EVT207914,SESS103985,CUST1034,page_view,2025-02-21 03:53:01.000000,,,
EVT207915,SESS103985,,product_view,2025-02-21 03:53:54.000000,SKU10102,,409.05
EVT207916,SESS103985,CUST1034, add_to_cart ,2025-02-21 03:55:48.000000,SKU10102,2.0,409.05
EVT207917,SESS103986,,page_view,,,,
EVT207918,SESS103986,,product_view,2025-10-25 19:42:25.000000,SKU10163,,59.8
EVT207919,SESS103986,,add_to_cart,2025-10-25 19:44:40.000000,SKU10163,2.0,59.8
,SESS103986,,begin_checkout,2025-10-25 19:45:02.000000,SKU10163,2.0,59.8
EVT207921,SESS103987,CUST1316,page_view,2025-10-09 22:03:54.000000,,,
EVT207922,SESS103987,CUST1316,product_view,2025-10-09 22:04:11.000000,SKU10021,,435.93
EVT207923,SESS103988,CUST1236,page_view,2025-10-06 06:27:07.000000,,,
EVT207924,SESS103989,CUST1364,page_view,2025-05-11 04:26:45.000000,,,
EVT207925,SESS103989,CUST1364,,2025-05-11 04:26:56.000000,SKU10035,,439.47
EVT207926,SESS103990,,page_view,2025-10-31 16:12:02.000000,,,
EVT207927,SESS103991,,page_view,2025-04-23 21:37:31.000000,,,
EVT207928,SESS103991,,,2025-04-23 21:37:54.000000,,,326.96
EVT207929,,,add_to_cart,2025-04-23 21:40:23.000000,SKU10094,4.0,326.96
EVT207930,,CUST1184,page_view,2025-03-07 09:10:20.000000,,,
EVT207931,SESS103992,CUST1184, product_view ,2025-03-07 09:10:55.000000,SKU10052,,141.86
EVT207932,SESS103993,CUST1323,page_view,2025-06-16 19:57:45.000000,,,
EVT207933,SESS103993,CUST1323,product_view,2025-06-16 19:58:25.000000,SKU10096,,243.26
EVT207934,SESS103993,CUST1323,add_to_cart,2025-06-16 19:59:46.000000,SKU10096,1.0,243.26
EVT207935,SESS103994,CUST1191,page_view,2025-03-17 02:02:29.000000,,,
EVT207936,SESS103996,CUST1467,page_view,2025-02-26 06:49:43.000000,,,
EVT207937,SESS103997,, page_view ,2025-02-22 10:29:22.000000,,,
EVT207938,SESS103997,,product_view,2025-02-22 10:30:15.000000,SKU10141,,104.19
EVT207939,SESS103998,CUST1124,page_view,2026-01-27 01:48:50.000000,,,
EVT207940,SESS103998,,product_view,2026-01-27 01:49:04.000000,SKU10140,,321.34
EVT207941,SESS103999,CUST1201,page_view,2025-07-05 11:11:45.000000,,,
EVT207942,SESS104000,,page_view,2026-01-12 00:58:49.000000,,,
EVT207943,SESS104000,CUST1181,product_view,2026-01-12 00:59:13.000000,SKU10173,,121.81
EVT207944,SESS104000,CUST1181,add_to_cart,2026-01-12 01:01:30.000000,SKU10173,1.0,121.81
EVT207945,SESS104001,CUST1307,page_view,2025-07-30 14:55:53.000000,,,
EVT207946,,CUST1144,page_view,2026-01-15 21:41:13.000000,,,
EVT207947,SESS104002,CUST1144,product_view,2026-01-15 21:41:26.000000,SKU10198,,212.07
EVT207948,SESS104002,CUST1144,add_to_cart,,SKU10198,1.0,212.07
EVT207949,SESS104003,CUST1085,page_view,2025-02-23 09:50:09.000000,,,
EVT207950,SESS104003,CUST1085,product_view,2025-02-23 09:50:17.000000,SKU10028,,316.53
EVT207951,SESS104003,CUST1085,add_to_cart,2025-02-23 09:51:55.000000,SKU10028,,
EVT207952,SESS104003,CUST1085,begin_checkout,2025-02-23 09:53:51.000000,SKU10028,4.0,316.53
EVT207953,,CUST1085,purchase,2025-02-23 09:56:05.000000,SKU10028,,316.53
EVT207954,SESS104004,CUST1132,page_view,2025-11-03 05:38:33.000000,,,
EVT207955,SESS104005,CUST1405,page_view,,,,
EVT207956,SESS104005,CUST1405,product_view,2025-10-01 19:06:45.000000,SKU10134,,117.12
, sess104006 ,CUST1202,page_view,,,,
EVT207958,SESS104006,CUST1202,product_view,2026-01-04 11:39:07.000000,SKU10071,,145.22
EVT207959,SESS104007,CUST1031,page_view,2025-03-16 22:36:09.000000,,,
EVT207960,,CUST1031,product_view,2025-03-16 22:36:24.000000,,,456.3
EVT207961,SESS104008,CUST1323,page_view,2025-05-06 21:38:17.000000,,,
EVT207962,SESS104008,CUST1323,product_view,2025-05-06 21:38:30.000000,SKU10163,,59.8
EVT207963,SESS104008,CUST1323,add_to_cart,2025-05-06 21:40:02.000000,SKU10163,4.0,59.8
EVT207964,SESS104008,CUST1323,begin_checkout,2025-05-06 21:42:25.000000,SKU10163,4.0,59.8
EVT207965,SESS104008,CUST1323,purchase,2025-05-06 21:45:59.000000,SKU10163,4.0,59.8
EVT207966,SESS104009,CUST1110,page_view,2025-03-22 21:48:10.000000,,,
EVT207967,SESS104009,CUST1110,product_view,2025-03-22 21:48:37.000000,SKU10030,,364.83
EVT207968,SESS104010,CUST1249,page_view,2026-01-13 05:06:07.000000,,,
EVT207969,SESS104011,CUST1220,page_view,2025-09-14 02:08:33.000000,,,
EVT207970,SESS104011,CUST1220,product_view,,SKU10198,,222.4
EVT207971,SESS104012,CUST1350,page_view,2025-11-18 14:05:26.000000,,,
EVT207972,SESS104012,CUST1350,,2025-11-18 14:05:52.000000,SKU10141,,104.19
,SESS104013,CUST1198,page_view,2025-07-04 10:38:01.000000,,,
EVT207974,SESS104013,CUST1198,product_view,,SKU10054,,234.12
EVT207975,SESS104014,CUST1367,page_view,2025-10-12 09:26:29.000000,,,
EVT207976,SESS104015,CUST1087,page_view,2025-06-09 14:09:21.000000,,,
EVT207977,SESS104015,CUST1087,product_view,2025-06-09 14:09:24.000000,SKU10099,,19.04
EVT207978,SESS104016,CUST1329,page_view,2025-03-13 01:44:06.000000,,,
EVT207979,SESS104017,CUST1461,page_view,2025-08-11 03:17:44.000000,,,
EVT207980,SESS104018,CUST1316,page_view,2025-08-18 19:03:09.000000,,,
,SESS104018,CUST1316,product_view,2025-08-18 19:03:25.000000,SKU10138,,52.71
EVT207982,SESS104019,CUST1376,page_view,2026-01-12 20:17:18.000000,,,
EVT207983,SESS104019,CUST1376,product_view,2026-01-12 20:17:51.000000,SKU10054,,234.12
EVT207984,SESS104019,CUST1376,add_to_cart,2026-01-12 20:18:17.000000,SKU10054,2.0,234.12
,,CUST1433, page_view ,2025-03-11 23:04:37.000000,,,
,SESS104020, CUST1433 ,product_view,2025-03-11 23:05:09.000000,SKU10096,,243.26
,SESS104020,CUST1433,add_to_cart,,,3.0,243.26
EVT207988,SESS104021,CUST1049,page_view,2025-09-09 17:25:44.000000,,,
EVT207989,SESS104021,CUST1049,,2025-09-09 17:25:46.000000,SKU10180,,75.86
EVT207990,SESS104022,CUST1246,page_view,2025-09-15 08:46:50.000000,,,
EVT207991,SESS104022,CUST1246,product_view,2025-09-15 08:46:56.000000,SKU10085,,46.2
 EVT207992 ,SESS104022,CUST1246,add_to_cart,2025-09-15 08:48:03.000000,SKU10085,2.0,46.2
,SESS104022,CUST1246,begin_checkout,2025-09-15 08:50:43.000000,SKU10085,2.0,46.2
EVT207994,SESS104023,CUST1470,,2025-04-06 02:32:19.000000,,,
EVT207995,SESS104023,CUST1470,product_view,2025-04-06 02:32:43.000000,SKU10000,,459.52
EVT207996,SESS104023,CUST1470, add_to_cart ,2025-04-06 02:33:31.000000,SKU10000,1.0,459.52
EVT207997,SESS104024,CUST1081,page_view,2025-06-28 10:52:25.000000,,,
EVT207998,SESS104024, cust1081 ,product_view,2025-06-28 10:52:50.000000,SKU10100,,329.83
EVT207999,SESS104024,,,2025-06-28 10:54:14.000000,SKU10100,1.0,
EVT208000,SESS104025,CUST1495,page_view,2026-01-22 18:25:34.000000,,,
EVT208001,SESS104027, CUST1255 ,page_view,2026-01-13 05:16:46.000000,,,
EVT208002,SESS104027, CUST1255 ,PRODUCT_VIEW,2026-01-13 05:16:59.000000, SKU10076 ,,287.55
EVT208003,SESS104028,CUST1040,page_view,,,,
EVT208004,SESS104028,CUST1040,product_view,2026-01-31 07:35:18.000000,SKU10001,,
EVT208005,SESS104028,CUST1040,add_to_cart,2026-01-31 07:37:16.000000,SKU10001,2.0,216.68
EVT208006,SESS104029,,page_view,2025-09-19 17:28:22.000000,,,
EVT208007,SESS104029,,product_view,2025-09-19 17:28:26.000000,SKU10089,,168.99
EVT208008,SESS104029,,add_to_cart,2025-09-19 17:29:17.000000,,1.0,168.99
EVT208009,SESS104029,,begin_checkout,2025-09-19 17:32:11.000000,SKU10089,1.0,168.99
EVT208010,SESS104029,,purchase,2025-09-19 17:37:02.000000,SKU10089,,168.99
EVT208011,SESS104030,CUST1487,page_view,2026-01-26 04:16:44.000000,,,
EVT208012,SESS104031,CUST1184,page_view,2025-05-05 20:39:57.000000,,,
EVT208013,SESS104033,CUST1159,page_view,2025-05-15 13:08:34.000000,,,
EVT208014,SESS104033,CUST1159,product_view,2025-05-15 13:09:13.000000,SKU10150,,283.12
EVT208015,SESS104034,,page_view,2025-05-02 20:45:12.000000,,,
EVT208016,SESS104034,CUST1355,product_view,2025-05-02 20:45:38.000000, sku10011 ,,324.16
EVT208017,SESS104034,CUST1355,add_to_cart,2025-05-02 20:46:21.000000,SKU10011,,324.16
EVT208018,SESS104035,CUST1332,page_view,2025-07-13 15:27:42.000000,,,
EVT208019,SESS104035,CUST1332,product_view,2025-07-13 15:27:57.000000,SKU10003,,82.31
,SESS104036,CUST1249,page_view,2025-03-13 17:37:45.000000,,,
EVT208021,SESS104037,,page_view,2025-08-15 06:08:20.000000,,,
EVT208022,SESS104037,CUST1340,product_view,2025-08-15 06:09:07.000000,SKU10112,,160.22
EVT208023,SESS104038,,,2025-03-23 11:11:09.000000,,,
EVT208024,SESS104038,,product_view,2025-03-23 11:11:20.000000,SKU10020,,366.84
EVT208025,SESS104039,CUST1218,page_view,2026-01-08 15:42:03.000000,,,
EVT208026,SESS104039, cust1218 ,product_view,2026-01-08 15:42:46.000000,SKU10163,,59.8
EVT208027,SESS104040,CUST1203,page_view,2025-12-12 06:57:03.000000,,,
EVT208028,SESS104040,,,2025-12-12 06:57:54.000000,SKU10049,,127.03
EVT208029,SESS104041,CUST1378,page_view,2026-01-11 04:56:10.000000,,,
,SESS104042,CUST1054,page_view,2025-10-01 16:50:29.000000,,,
EVT208031,SESS104043,CUST1489,page_view,2026-02-02 17:55:59.000000,,,
EVT208032,SESS104043,CUST1489,product_view,2026-02-02 17:56:48.000000,SKU10102,,409.05
EVT208033,SESS104044,CUST1164,page_view,2025-10-24 22:22:30.000000,,,
EVT208034,SESS104044,CUST1164,product_view,2025-10-24 22:23:04.000000,SKU10047,,403.03
EVT208035,SESS104044,CUST1164,add_to_cart,2025-10-24 22:24:48.000000,SKU10047,2.0,
EVT208036,SESS104044,CUST1164,,2025-10-24 22:26:57.000000,SKU10047,2.0,403.03
EVT208037,SESS104044,CUST1164,purchase,2025-10-24 22:29:45.000000,SKU10047,2.0,403.03
EVT208038,,,page_view,2025-12-08 16:27:29.000000,,,
EVT208039,SESS104045,,product_view,2025-12-08 16:28:02.000000,SKU10134,,117.12
EVT208040,SESS104046,,page_view,2025-06-15 18:14:11.000000,,,
EVT208041,SESS104048,CUST1366,page_view,2026-01-14 08:54:45.000000,,,
EVT208042,SESS104049, CUST1229 ,page_view,2025-04-19 21:24:23.000000,,,
EVT208043,SESS104049, CUST1229 ,product_view,2025-04-19 21:24:49.000000,SKU10042,,
EVT208044,SESS104050,CUST1083,page_view,2025-09-19 16:22:15.000000,,,
EVT208045,SESS104050,,product_view,2025-09-19 16:22:16.000000,SKU10173,,121.81
EVT208046,SESS104051,CUST1404,page_view,2025-11-26 07:11:15.000000,,,
EVT208047,SESS104051,CUST1404,product_view,2025-11-26 07:11:53.000000,SKU10080,,63.19
EVT208048,SESS104052,CUST1383,page_view,2025-03-21 17:04:09.000000,,,
,SESS104053,CUST1448,page_view,,,,
EVT208050,SESS104053,CUST1448,product_view,2025-03-28 06:22:37.000000,SKU10185,,326.13
EVT208051,SESS104054,CUST1321,page_view,2025-11-17 23:29:41.000000,,,
EVT208052,SESS104055,CUST1331,page_view,2025-08-17 19:45:28.000000,,,
EVT208053,SESS104055,CUST1331,product_view,2025-08-17 19:45:37.000000,SKU10121,,
EVT208054,SESS104055,CUST1331,add_to_cart,,SKU10121,3.0,10.64
EVT208055,SESS104055,,begin_checkout,2025-08-17 19:49:15.000000,SKU10121,3.0,10.64
EVT208056,SESS104056,,page_view,,,,
EVT208057,SESS104058,CUST1217,,2025-10-07 22:58:31.000000,,,
EVT208058,SESS104059,CUST1242,page_view,2025-11-19 04:47:54.000000,,,
EVT208059,SESS104060,CUST1171,page_view,2026-01-21 14:43:42.000000,,,
EVT208060,SESS104060,CUST1171,product_view,2026-01-21 14:43:49.000000,SKU10042,,473.53
EVT208061,SESS104061,CUST1013,page_view,2025-04-04 16:49:01.000000,,,
EVT208062,SESS104061,CUST1013,product_view,2025-04-04 16:49:25.000000,SKU10031,,213.97
EVT208063,SESS104061,CUST1013,add_to_cart,2025-04-04 16:50:11.000000,SKU10031,1.0,213.97
EVT208064,SESS104061,CUST1013,begin_checkout,2025-04-04 16:52:28.000000,SKU10031,1.0,213.97
EVT208065,SESS104062,,page_view,,,,
EVT208066,SESS104062,,product_view,2025-06-15 20:59:44.000000,SKU10126,,
EVT208067,SESS104063,CUST1349,page_view,2025-10-31 02:47:35.000000,,,
EVT208068,SESS104063,CUST1349,product_view,2025-10-31 02:48:00.000000,SKU10008,,373.85
EVT208069, SESS104063 ,CUST1349,add_to_cart,2025-10-31 02:48:03.000000,SKU10008,4.0,373.85
EVT208070,SESS104064,,page_view,,,,
EVT208071,SESS104064,,product_view,2025-09-30 00:34:14.000000,SKU10115,,37.83
EVT208072,SESS104064,CUST1475,add_to_cart,2025-09-30 00:36:13.000000,SKU10115,4.0,37.83
EVT208073,SESS104065,CUST1295,page_view,2025-11-07 07:43:48.000000,,,
EVT208074,SESS104065,CUST1295,product_view,2025-11-07 07:43:57.000000,SKU10077,,509.6
EVT208075,,CUST1295,,2025-11-07 07:45:34.000000,SKU10077,2.0,509.6
EVT208076,SESS104067,CUST1379,page_view,2025-09-17 17:47:40.000000,,,
EVT208077,SESS104068,CUST1206,page_view,2025-05-04 02:06:08.000000,,,
EVT208078,SESS104068,CUST1206,product_view,2025-05-04 02:06:46.000000, sku10160 ,,274.32
EVT208079,SESS104069,CUST1387, page_view ,2025-08-04 13:35:04.000000,,,
EVT208080,SESS104069,CUST1387,product_view,2025-08-04 13:35:14.000000,sku10011,,324.16
EVT208081,SESS104070,CUST1336,page_view,2026-01-05 01:42:56.000000,,,
EVT208082,SESS104070,CUST1336,product_view,2026-01-05 01:43:02.000000,SKU10089,,168.99
EVT208083,SESS104070,CUST1336,add_to_cart,2026-01-05 01:43:52.000000,SKU10089,4.0,168.99
EVT208084,SESS104071,CUST1117,page_view,2025-05-07 17:33:10.000000,,,
EVT208085,SESS104071,,product_view,2025-05-07 17:34:01.000000,SKU10165,,
EVT208086,SESS104071,CUST1117,add_to_cart,2025-05-07 17:35:52.000000,SKU10165,3.0,368.67
EVT208087,,CUST1117,begin_checkout,2025-05-07 17:36:47.000000,SKU10165,3.0,368.67
EVT208088,SESS104072,CUST1415,page_view,2025-09-16 02:13:19.000000,,,
EVT208089,SESS104073,CUST1271,page_view,2025-12-08 08:33:31.000000,,,
EVT208090,SESS104073,CUST1271,product_view,2025-12-08 08:34:21.000000,SKU10178,,364.59
EVT208091,SESS104075,, page_view ,2025-10-12 15:12:11.000000,,,
EVT208092,SESS104075,,product_view,2025-10-12 15:12:25.000000,,,210.29
EVT208093,SESS104076,CUST1013,page_view,,,,
EVT208094,SESS104076,CUST1013,product_view,2025-07-23 04:44:43.000000,SKU10199,,158.13
EVT208095,SESS104076,CUST1013,add_to_cart,2025-07-23 04:46:24.000000,SKU10199,2.0,158.13
EVT208096,SESS104076,CUST1013,begin_checkout,2025-07-23 04:47:52.000000,SKU10199,2.0,
EVT208097,SESS104077,CUST1093,page_view,2025-05-09 08:21:49.000000,,,
EVT208098,SESS104078,CUST1180,page_view,2025-11-14 18:10:14.000000,,,
EVT208099,SESS104079, cust1008 ,page_view,2025-11-17 16:49:00.000000,,,
EVT208100,SESS104079, cust1008 ,product_view,2025-11-17 16:49:39.000000,SKU10182,,195.45
EVT208101,SESS104080,CUST1063,page_view,2025-12-06 08:34:44.000000,,,
EVT208102,SESS104080,CUST1063,product_view,2025-12-06 08:35:10.000000,SKU10193,,172.15
EVT208103,SESS104080,CUST1063,add_to_cart,2025-12-06 08:36:58.000000,SKU10193,,172.15
EVT208104,SESS104081,CUST1426,page_view,2025-07-26 23:55:24.000000,,,
EVT208105,SESS104081,CUST1426,product_view,2025-07-26 23:56:07.000000,SKU10182,,195.45
EVT208106,SESS104081,CUST1426,add_to_cart,2025-07-26 23:56:54.000000,SKU10182,4.0,195.45
EVT208107, sess104082 ,CUST1141,page_view,2025-05-06 09:44:23.000000,,,
EVT208108,SESS104082,CUST1141,product_view,2025-05-06 09:45:16.000000,SKU10067,,
EVT208109,SESS104083,CUST1004,page_view,,,,
EVT208110,SESS104083,CUST1004,product_view,2025-12-31 10:04:38.000000,SKU10144,,18.48
EVT208111,SESS104083,CUST1004,add_to_cart,2025-12-31 10:05:46.000000,SKU10144,2.0,18.48
EVT208112,SESS104084,CUST1087,page_view,2025-10-05 17:42:13.000000,,,
EVT208113,SESS104084,CUST1087,product_view,2025-10-05 17:42:28.000000,SKU10036,,163.1
EVT208114,SESS104085, cust1480 ,page_view,2025-05-22 10:55:46.000000,,,
EVT208115,SESS104085, cust1480 ,product_view,2025-05-22 10:56:17.000000,SKU10044,,126.15
EVT208116,SESS104085, cust1480 ,add_to_cart,2025-05-22 10:58:33.000000,SKU10044,4.0,126.15
EVT208117,SESS104085, cust1480 ,,2025-05-22 10:59:58.000000,SKU10044,4.0,126.15
EVT208118,SESS104086,CUST1250,page_view,2026-01-10 03:44:54.000000,,,
EVT208119, SESS104086 ,CUST1250,,2026-01-10 03:45:43.000000,SKU10192,,87.79
EVT208120,SESS104087,,page_view,2025-09-05 06:50:54.000000,,,
EVT208121,SESS104087,,,2025-09-05 06:51:15.000000,SKU10142,,171.53
EVT208122,SESS104087,,add_to_cart,2025-09-05 06:52:25.000000,SKU10142,1.0,171.53
EVT208123,SESS104087,,begin_checkout,2025-09-05 06:54:55.000000,SKU10142,1.0,171.53
EVT208124,SESS104087,,purchase,2025-09-05 06:58:06.000000,SKU10142,1.0,171.53
EVT208125,SESS104088,CUST1241,page_view,2026-01-11 22:10:35.000000,,,
EVT208126,SESS104088,CUST1241,product_view,2026-01-11 22:11:00.000000,SKU10197,,274.21
EVT208127,SESS104089,,page_view,2025-12-05 00:33:54.000000,,,
 evt208128 ,,,product_view,2025-12-05 00:34:43.000000,SKU10112,,160.22
EVT208129,,CUST1174,page_view,2025-03-31 15:15:06.000000,,,
EVT208130,SESS104091,,product_view,2025-03-31 15:15:57.000000,SKU10068,,49.65
EVT208131,SESS104091,CUST1174,ADD_TO_CART,2025-03-31 15:17:25.000000,SKU10068,,
EVT208132,SESS104092,CUST1323,page_view,2025-06-09 23:49:21.000000,,,
EVT208133,SESS104092,CUST1323,product_view,2025-06-09 23:50:07.000000,SKU10184,,324.76
EVT208134,SESS104092,,,2025-06-09 23:51:27.000000,SKU10184,4.0,324.76
,SESS104093,CUST1447,page_view,2026-01-16 14:31:19.000000,,,
EVT208136,SESS104093,CUST1447,product_view,2026-01-16 14:31:46.000000,SKU10006,,236.41
EVT208137,SESS104094,CUST1111,,2025-05-06 20:15:20.000000,,,
EVT208138,SESS104094,CUST1111,product_view,2025-05-06 20:15:42.000000,SKU10054,,234.12
EVT208139,SESS104094, cust1111 ,add_to_cart,2025-05-06 20:17:05.000000,SKU10054,3.0,234.12
EVT208140,SESS104094,CUST1111,begin_checkout,2025-05-06 20:19:24.000000,SKU10054,3.0,234.12
EVT208141,SESS104095,CUST1367,page_view,2025-07-04 00:20:18.000000,,,
EVT208142,SESS104095,,,2025-07-04 00:20:21.000000,SKU10163,,59.8
EVT208143,SESS104095,CUST1367,add_to_cart,2025-07-04 00:22:56.000000,SKU10163,2.0,59.8
EVT208144,SESS104095,CUST1367,begin_checkout,2025-07-04 00:24:12.000000,SKU10163,2.0,59.8
EVT208145,SESS104096,CUST1245, page_view ,2026-01-27 03:19:55.000000,,,
