session_id,customer_id,session_start,session_end,session_duration_sec,pages_viewed,device_type,landing_page,traffic_source,campaign_name,converted_flag,revenue
SESS103378,CUST1345,2025-05-12 15:05:12.000000,2025-05-12 15:27:59.000000,,6.0,tablet,category,organic_search,,True,216.23
SESS103379,CUST1387,2026-01-05 22:03:18.000000,2026-01-05 22:14:07.000000,649.0,11.0,tablet,home,direct,,False,0.0
SESS103380, CUST1294 ,2025-03-23 14:58:29.000000,2025-03-23 15:23:45.000000,1516.0,6.0,tablet,new_arrivals,email,Back to School Sale,False,0.0
SESS103381,CUST1142,2025-12-18 13:30:14.000000,2025-12-18 13:32:27.000000,133.0,4.0,desktop,search,direct,,False,0.0
SESS103382,CUST1301,2026-02-02 05:47:15.000000,2026-02-02 06:10:50.000000,1415.0,17.0,mobile,home,organic_search,,False,0.0
SESS103383,CUST1456,2025-04-02 07:11:26.000000,2025-04-02 07:20:38.000000,552.0,16.0,mobile,new_arrivals,paid_search,Flash Sale Weekend,False,0.0
SESS103384,CUST1042,2025-03-15 20:34:05.000000,2025-03-15 20:37:41.000000,216.0,14.0,tablet,deals,social,Easter Weekend Sale,False,0.0
SESS103385,CUST1210,2025-08-03 04:12:15.000000,2025-08-03 04:21:16.000000,541.0,10.0,desktop,search,paid_search,Summer Blowout 2026,True,148.17
SESS103386,CUST1146,2025-11-15 11:33:38.000000,2025-11-15 11:44:49.000000,,1.0,desktop,product,social,Christmas Countdown,True,249.26
SESS103387,CUST1251,2025-03-10 11:51:37.000000,2025-03-10 11:55:35.000000,238.0,15.0,,new_arrivals,organic_search,,False,0.0
SESS103388,CUST1338,2025-08-14 01:52:38.000000,2025-08-14 02:07:43.000000,905.0,19.0,mobile,search,paid_search,Summer Blowout 2026,True,437.15
SESS103389,CUST1078,2025-08-04 21:49:21.000000,2025-08-04 22:04:19.000000,898.0,15.0,tablet,product,social,Valentine's Day Specials,False,0.0
SESS103390,CUST1145,2025-11-28 23:28:51.000000,2025-11-28 23:32:33.000000,222.0,5.0,mobile,category,,Loyalty Rewards Week,False,0.0
,CUST1044,2026-01-28 20:42:11.000000,2026-01-28 20:49:51.000000,460.0,7.0,mobile,deals,email,New Year New You 2026,False,0.0
SESS103392,,2025-05-30 15:55:20.000000,2025-05-30 15:56:16.000000,56.0,1.0,tablet,,paid_search,Cyber Monday Deals,,0.0
SESS103393,CUST1176,2025-02-24 09:45:40.000000,2025-02-24 10:04:42.000000,1142.0,12.0,desktop,,organic_search,,False,0.0
SESS103394,CUST1382,2025-02-21 14:41:26.000000,2025-02-21 14:42:03.000000,37.0,6.0,desktop, home ,,Easter Weekend Sale,False,0.0
SESS103395,CUST1022,2025-02-21 21:29:30.000000,,1177.0,15.0,mobile,search,paid_search,Valentine's Day Specials,False,0.0
SESS103396,CUST1151,2025-11-16 06:06:25.000000,2025-11-16 06:11:13.000000,288.0,12.0,tablet,,social,Labor Day Savings,False,0.0
SESS103397,CUST1384,2025-11-29 05:13:33.000000,2025-11-29 05:19:08.000000,335.0,3.0,desktop,product,email,Summer Blowout 2026,,0.0
SESS103398,CUST1477,2025-04-27 01:46:52.000000,2025-04-27 01:58:21.000000,689.0,13.0,mobile,,direct,,False,0.0
SESS103399,CUST1033,2025-12-02 12:27:03.000000,2025-12-02 12:47:45.000000,1242.0,13.0,mobile,deals,referral,,False,0.0
SESS103400,CUST1227,2025-11-29 01:51:48.000000,2025-11-29 01:52:18.000000,,13.0,desktop,deals,referral,,False,0.0
SESS103401,CUST1309,2025-08-30 02:05:58.000000,2025-08-30 02:24:57.000000,1139.0,12.0,tablet,category,organic_search,,False,0.0
,CUST1295,2025-08-20 06:48:43.000000,2025-08-20 06:56:03.000000,440.0,5.0,mobile,search,social,Fall Fashion Preview,False,0.0
SESS103403,CUST1208,2025-07-19 12:21:23.000000,2025-07-19 12:35:29.000000,846.0,2.0,desktop,search,email,Mid-Year Mega Sale,False,0.0
SESS103404,CUST1345,2025-07-01 22:09:37.000000,2025-07-01 22:39:36.000000,1799.0,9.0,mobile,product,email,Diwali Festive Sale,False,0.0
,CUST1286,2025-06-24 04:38:17.000000,2025-06-24 04:58:17.000000,,13.0,mobile,search,email,Mid-Year Mega Sale,False,0.0
SESS103406,CUST1068,2025-10-08 06:31:23.000000,2025-10-08 06:32:04.000000,41.0,16.0,desktop,category,direct,,True,441.06
SESS103407,CUST1232,2026-01-05 21:11:38.000000,2026-01-05 21:21:14.000000,,19.0,desktop,search,email,Anniversary Special,False,0.0
SESS103408,CUST1461,2025-03-17 14:47:34.000000,2025-03-17 14:49:41.000000,127.0,15.0,tablet,home,organic_search,,False,0.0
SESS103409,CUST1111,2025-12-05 00:47:50.000000,2025-12-05 00:48:26.000000,36.0,12.0,,home,email,Anniversary Special,False,0.0
SESS103410,CUST1099,2025-04-29 00:43:59.000000,2025-04-29 00:51:19.000000,440.0,20.0,desktop,new_arrivals,referral,,,0.0
SESS103411,CUST1468,2025-11-17 21:32:14.000000,2025-11-17 21:32:51.000000,37.0,6.0,desktop,product,organic_search,,,302.54
SESS103412,CUST1221,2025-08-17 16:41:19.000000,2025-08-17 16:43:31.000000,132.0,8.0,mobile,home,organic_search,,False,0.0
SESS103413,CUST1192,2025-09-17 20:13:27.000000,2025-09-17 20:28:37.000000,910.0,11.0,desktop,NEW_ARRIVALS,referral,,True,413.2
SESS103414,CUST1234,2025-05-03 18:12:04.000000,2025-05-03 18:35:10.000000,1386.0,10.0,mobile,new_arrivals,email,Easter Weekend Sale,False,0.0
SESS103415,CUST1061,2025-04-19 13:10:15.000000,2025-04-19 13:15:33.000000,318.0,17.0, mobile ,deals,referral,,True,272.83
SESS103416,CUST1258,2025-07-05 05:50:44.000000,2025-07-05 05:52:24.000000,100.0,9.0,mobile,home,direct,,True,18.22
SESS103417,CUST1290,2025-03-09 03:16:23.000000,2025-03-09 03:35:38.000000,1155.0,17.0,tablet,new_arrivals,direct,,True,118.27
,CUST1075,2025-08-02 05:06:20.000000,2025-08-02 05:21:06.000000,886.0,3.0,tablet,category,referral,,True,325.62
SESS103419,CUST1253,2025-08-31 12:29:22.000000,2025-08-31 12:30:08.000000,46.0,7.0,mobile,category,organic_search,,False,0.0
SESS103420,CUST1218,2025-02-20 20:39:28.000000,2025-02-20 20:58:22.000000,,18.0,desktop,home,organic_search,,False,0.0
SESS103421,CUST1055,2025-12-02 23:41:17.000000,2025-12-02 23:45:43.000000,266.0,10.0,tablet,home,referral,,True,407.75
SESS103422,CUST1045,2025-02-20 21:11:48.000000,2025-02-20 21:36:01.000000,1453.0,7.0, mobile ,new_arrivals,paid_search,Valentine's Day Specials,True,346.68
SESS103423,,2025-11-25 01:19:44.000000,2025-11-25 01:21:36.000000,112.0,8.0,mobile,deals,paid_search,,True,305.81
SESS103424,CUST1224,2025-11-01 17:28:50.000000,2025-11-01 17:33:01.000000,,18.0,tablet,product,organic_search,,False,0.0
SESS103425,CUST1211,2025-03-01 14:13:01.000000,2025-03-01 14:20:30.000000,449.0,8.0,mobile,new_arrivals,social,Easter Weekend Sale,False,0.0
,CUST1436,2025-03-30 13:18:03.000000,2025-03-30 13:27:17.000000,554.0,9.0,mobile,deals,direct,,False,0.0
SESS103427,CUST1448,,2025-06-08 22:08:09.000000,1065.0,16.0,tablet,search,referral,,False,0.0
SESS103428,CUST1297,2025-03-27 07:22:40.000000,,1784.0,14.0,desktop,deals,referral,,False,0.0
SESS103429,CUST1024,2025-09-21 22:46:44.000000,2025-09-21 22:58:09.000000,685.0,7.0,tablet,product,email,Holiday Gift Guide 2026,True,17.56
SESS103430,CUST1224,2025-04-14 01:00:36.000000,2025-04-14 01:18:56.000000,1100.0,20.0,mobile,search,referral,,False,0.0
SESS103431,CUST1208,2025-12-15 09:35:34.000000,2025-12-15 10:04:23.000000,1729.0,13.0,mobile,new_arrivals,social,Valentine's Day Specials,False,0.0
SESS103432,CUST1445,2026-01-12 15:40:14.000000,2026-01-12 16:02:35.000000,1341.0,19.0,mobile,deals, email ,Labor Day Savings,False,0.0
SESS103433,CUST1116,2026-01-07 17:42:30.000000,2026-01-07 17:53:33.000000,663.0,8.0,mobile,deals,direct,,False,0.0
SESS103434,CUST1072,2025-06-23 06:13:17.000000,2025-06-23 06:20:40.000000,443.0,2.0,desktop,deals,referral,,False,0.0
SESS103435,,2026-02-02 03:57:30.000000,2026-02-02 04:04:38.000000,428.0,14.0,desktop,home,email,Valentine's Day Specials,False,0.0
SESS103436,CUST1448,2025-03-04 07:07:14.000000,2025-03-04 07:32:37.000000,1523.0,14.0,mobile,category,referral,,False,0.0
SESS103437,CUST1371,,2026-01-30 10:47:27.000000,314.0,7.0,mobile,product,email,Christmas Countdown,False,0.0
SESS103438,CUST1379,2025-09-16 18:56:46.000000,,239.0,17.0,desktop,search, social ,Fall Fashion Preview,False,0.0
,CUST1403,2025-07-30 06:46:50.000000,2025-07-30 07:10:45.000000,1435.0,16.0, tablet ,search,direct,,True,139.6
SESS103440,CUST1426,2026-02-14 21:55:04.000000,2026-02-14 21:59:10.000000,,14.0,desktop,,email,Fall Fashion Preview,False,0.0
SESS103441,CUST1251,2025-08-25 11:44:07.000000,2025-08-25 12:00:54.000000,,3.0,mobile,category,direct,,False,0.0
,CUST1309,2026-01-04 16:10:51.000000,2026-01-04 16:28:35.000000,1064.0,7.0,desktop,new_arrivals,paid_search,Anniversary Special,True,469.75
SESS103443,CUST1181,2025-11-06 09:08:29.000000,2025-11-06 09:16:13.000000,464.0,2.0,desktop,new_arrivals,organic_search,,True,272.98
SESS103444, cust1079 ,2025-08-07 00:24:23.000000,2025-08-07 00:41:13.000000,1010.0,5.0,desktop,new_arrivals,email,Back to School Sale,True,155.45
SESS103445,CUST1448,2026-01-26 07:41:15.000000,2026-01-26 07:45:40.000000,265.0,14.0,tablet,category,direct,,True,154.89
SESS103446,CUST1410,2025-09-15 23:16:13.000000,2025-09-15 23:22:02.000000,349.0,20.0,mobile,search,referral,,False,0.0
SESS103447,CUST1144,2025-04-20 22:40:58.000000,2025-04-20 22:44:32.000000,214.0,7.0,tablet,deals,email,Diwali Festive Sale,False,0.0
SESS103448,CUST1327,2025-03-06 17:52:07.000000,2025-03-06 18:15:14.000000,1387.0,17.0,tablet,deals,social,Easter Weekend Sale,,173.7
SESS103449,CUST1421,2025-03-30 16:54:29.000000,2025-03-30 17:09:13.000000,884.0,17.0,desktop,product,referral,,False,0.0
SESS103450,CUST1297,,2025-07-18 16:26:04.000000,72.0,1.0,,product, social ,Fall Fashion Preview,False,0.0
SESS103451,CUST1163,2025-11-18 11:41:22.000000,2025-11-18 11:48:09.000000,407.0,1.0,mobile,deals,social,Easter Weekend Sale,True,267.16
SESS103452,CUST1096,2025-08-25 14:40:56.000000,2025-08-25 14:45:35.000000,279.0,14.0,desktop,search,social,Fall Fashion Preview,False,0.0
SESS103453, cust1463 ,2025-09-18 01:29:39.000000,2025-09-18 01:56:21.000000,1602.0,4.0,mobile,home,email,Holiday Gift Guide 2026,False,0.0
sess103454,CUST1175,2025-05-26 12:40:53.000000,2025-05-26 12:48:02.000000,429.0,19.0,tablet,category,organic_search,,,0.0
SESS103455,CUST1035,2025-11-14 22:59:39.000000,2025-11-14 23:22:34.000000,1375.0,15.0, mobile ,new_arrivals,referral,,False,0.0
SESS103456,CUST1065,2025-03-12 11:14:21.000000,2025-03-12 11:25:13.000000,652.0,13.0,desktop,deals,organic_search,,False,0.0
SESS103457,CUST1238,2025-06-11 16:25:43.000000,2025-06-11 16:32:32.000000,409.0,1.0,desktop,category,paid_search,Labor Day Savings,False,0.0
,CUST1086,2025-04-19 20:09:28.000000,2025-04-19 20:30:09.000000,1241.0,1.0,desktop,product,referral,,False,0.0
SESS103459,CUST1235,2025-03-12 15:11:52.000000,2025-03-12 15:20:02.000000,490.0,5.0,tablet,search,,,False,0.0
SESS103460,CUST1188,2025-03-21 05:32:10.000000,2025-03-21 05:33:57.000000,107.0,,desktop,search,direct,,False,0.0
SESS103461,CUST1031,2025-10-05 06:41:49.000000,2025-10-05 06:54:02.000000,733.0,13.0,mobile,category,direct,,,0.0
SESS103462,CUST1238,2025-07-25 15:17:48.000000,2025-07-25 15:33:08.000000,920.0,12.0,tablet,home,social,Holiday Gift Guide 2026,False,0.0
SESS103463,CUST1127,2025-03-15 09:03:57.000000,,1616.0,7.0,desktop,category,paid_search,Flash Sale Weekend,True,424.94
SESS103464,CUST1130,2025-10-26 01:14:50.000000,2025-10-26 01:18:30.000000,220.0,19.0,mobile,home,referral,,False,0.0
SESS103465,CUST1133,2025-04-16 12:22:53.000000,2025-04-16 12:26:33.000000,220.0,16.0,tablet,search,paid_search,Valentine's Day Specials,False,0.0
SESS103466,CUST1053,2026-02-13 15:23:43.000000,2026-02-13 15:39:18.000000,935.0,3.0,tablet,product,paid_search,Anniversary Special,False,0.0
SESS103467,CUST1056,2025-06-13 10:03:11.000000,2025-06-13 10:23:13.000000,1202.0,2.0,desktop,search,direct,,False,0.0
SESS103468,CUST1010,2025-12-26 06:45:06.000000,2025-12-26 07:06:27.000000,1281.0,13.0,mobile,deals,social,Spring Clearance,,0.0
SESS103469,CUST1364,2025-07-03 23:39:54.000000,2025-07-03 23:41:40.000000,106.0,17.0,mobile,search,paid_search,Black Friday Electronics,False,0.0
SESS103470,CUST1430,2025-02-27 12:58:16.000000,2025-02-27 13:19:00.000000,1244.0,1.0,mobile,search,direct,,False,0.0
SESS103471,CUST1181,2025-03-20 14:24:02.000000,2025-03-20 14:43:41.000000,1179.0,3.0,tablet,product,paid_search,Loyalty Rewards Week,False,0.0
SESS103472,CUST1312,2025-04-16 07:49:48.000000,2025-04-16 08:00:40.000000,652.0,18.0,tablet,new_arrivals,email,Spring Clearance,False,0.0
SESS103473,CUST1381,2026-01-25 15:13:11.000000,,,12.0,desktop,search,email,Easter Weekend Sale,False,0.0
SESS103474,CUST1328,,2025-08-25 13:58:18.000000,1735.0,4.0,desktop,home,,,False,0.0
SESS103475,CUST1470,2025-11-27 22:35:09.000000,2025-11-27 22:53:45.000000,1116.0,12.0,desktop,home,paid_search,Summer Blowout 2026,False,0.0
SESS103476,CUST1113,2025-09-18 04:25:36.000000,2025-09-18 04:52:56.000000,1640.0,13.0,tablet,product,social,Flash Sale Weekend,False,0.0
SESS103477,cust1117,2025-12-08 22:43:47.000000,,285.0,11.0,desktop,home, referral ,,False,0.0
SESS103478,CUST1192,2025-05-17 03:14:06.000000,2025-05-17 03:22:43.000000,517.0,14.0,desktop,new_arrivals,direct,,False,0.0
SESS103479,CUST1218,2025-05-18 06:27:00.000000,2025-05-18 06:47:30.000000,1230.0,5.0,tablet,new_arrivals,paid_search,Spring Clearance,False,0.0
SESS103480,CUST1317,2025-12-22 19:19:02.000000,2025-12-22 19:19:37.000000,35.0,5.0,tablet, new_arrivals ,social,Christmas Countdown,False,0.0
SESS103481,CUST1184,2025-09-11 11:16:39.000000,2025-09-11 11:27:42.000000,663.0,7.0,mobile,search,direct,,False,0.0
SESS103482,CUST1281,2025-11-14 03:46:31.000000,2025-11-14 04:10:31.000000,1440.0,3.0,desktop,deals,email,Holiday Gift Guide 2026,False,0.0
SESS103483,CUST1378,2025-03-29 17:57:53.000000,2025-03-29 18:04:51.000000,418.0,11.0, mobile ,, social ,Back to School Sale,True,185.61
SESS103484,CUST1045,2025-08-24 21:31:24.000000,2025-08-24 21:51:28.000000,1204.0,6.0,tablet,deals,direct,,False,0.0
SESS103485,CUST1010,2025-10-18 22:22:32.000000,2025-10-18 22:49:31.000000,1619.0,19.0,mobile,product,paid_search,Spring Clearance,False,0.0
SESS103486,CUST1163,2025-02-27 05:54:58.000000,2025-02-27 06:13:32.000000,1114.0,18.0,desktop,deals,referral,,False,0.0
SESS103487,CUST1471,2025-05-08 20:25:43.000000,2025-05-08 20:44:01.000000,1098.0,4.0,mobile,home, direct ,,False,0.0
SESS103488,CUST1438,2025-05-13 11:51:36.000000,2025-05-13 12:13:43.000000,1327.0,19.0,,home,referral,,False,0.0
SESS103489,CUST1406,2025-05-29 05:06:00.000000,2025-05-29 05:29:59.000000,1439.0,19.0,tablet,category,social,Cyber Monday Deals,False,0.0
SESS103490,CUST1043,2025-05-26 15:05:39.000000,2025-05-26 15:09:27.000000,228.0,1.0,desktop,search,direct,,False,0.0
SESS103491,CUST1311,2025-05-04 05:21:49.000000,2025-05-04 05:42:12.000000,1223.0,20.0,mobile,search,organic_search,,True,369.09
SESS103492,CUST1199,2025-04-02 01:01:57.000000,2025-04-02 01:30:34.000000,1717.0,6.0,,category,referral,,False,0.0
SESS103493,CUST1466,2026-01-22 03:10:24.000000,2026-01-22 03:40:03.000000,1779.0,19.0,mobile,category,direct,,False,0.0
SESS103494,CUST1232,,2025-03-11 11:49:29.000000,49.0,13.0,mobile,search,social,back to school sale,False,0.0
SESS103495, CUST1116 ,2025-10-19 17:08:28.000000,2025-10-19 17:35:27.000000,1619.0,14.0,mobile,search,email,Labor Day Savings,True,233.15
SESS103496,CUST1382,2026-01-20 13:18:25.000000,2026-01-20 13:25:16.000000,,20.0,tablet,new_arrivals,direct,,True,112.3
,CUST1495,2025-03-15 08:33:37.000000,2025-03-15 08:57:38.000000,1441.0,14.0,desktop,home,social,Loyalty Rewards Week,True,137.81
SESS103498,CUST1287,2025-03-26 09:03:21.000000,2025-03-26 09:04:07.000000,46.0,16.0,,product,social,Back to School Sale,,125.76
SESS103499,CUST1199,2025-12-03 02:53:56.000000,2025-12-03 03:16:14.000000,1338.0,8.0,tablet,deals,direct,,False,0.0
SESS103500,CUST1473,2025-04-06 13:16:13.000000,2025-04-06 13:33:25.000000,1032.0,10.0,desktop,home,paid_search,Winter Warmup Deals,False,0.0
SESS103501,CUST1093,2026-02-04 00:41:38.000000,2026-02-04 01:03:46.000000,1328.0,10.0,tablet,,,Fall Fashion Preview,,0.0
SESS103502,CUST1216,2025-12-14 10:29:51.000000,2025-12-14 10:38:23.000000,512.0,17.0,mobile,deals,social,Labor Day Savings,False,0.0
SESS103503,CUST1483,2025-07-20 19:34:48.000000,2025-07-20 19:40:59.000000,371.0,20.0,mobile,search,direct,,False,0.0
SESS103504,CUST1258,2025-05-16 13:11:12.000000,2025-05-16 13:16:15.000000,303.0,2.0,,new_arrivals,,,False,0.0
SESS103505,CUST1013,2025-10-11 08:39:06.000000,2025-10-11 08:48:17.000000,,16.0,desktop,product,paid_search,Summer Blowout 2026,False,0.0
,CUST1196,2025-04-03 10:57:36.000000,2025-04-03 11:03:22.000000,346.0,11.0,tablet,home,organic_search,,False,
SESS103507,CUST1154,2025-07-22 01:05:18.000000,2025-07-22 01:27:08.000000,1310.0,1.0,desktop,category,referral,,False,0.0
SESS103508,CUST1264,2025-12-17 16:57:18.000000,2025-12-17 17:11:32.000000,854.0,11.0,tablet,home,social,Loyalty Rewards Week,False,0.0
SESS103509,CUST1193,2025-09-07 00:40:24.000000,2025-09-07 00:54:10.000000,826.0,15.0,mobile, search ,paid_search,Anniversary Special,False,0.0
SESS103510,CUST1186,2025-05-12 04:16:38.000000,2025-05-12 04:38:35.000000,1317.0,12.0,desktop,category,social,Cyber Monday Deals,False,0.0
SESS103511,,2025-09-17 02:58:21.000000,2025-09-17 03:21:06.000000,1365.0,,desktop,deals,referral,,False,0.0
SESS103512,CUST1121,2025-04-06 17:51:27.000000,2025-04-06 18:14:42.000000,1395.0,14.0,mobile,new_arrivals,email,Diwali Festive Sale,True,84.3
SESS103513,CUST1129,2025-10-05 16:25:54.000000,2025-10-05 16:26:54.000000,60.0,6.0,tablet,deals,email,Labor Day Savings,False,0.0
SESS103514,CUST1427,2026-01-06 22:08:30.000000,2026-01-06 22:15:01.000000,391.0,9.0,mobile,,email,Cyber Monday Deals,False,0.0
SESS103515,CUST1257,,2025-05-01 15:28:57.000000,781.0,18.0,desktop,search,social, Back to School Sale ,False,0.0
SESS103516,CUST1031,2025-09-27 19:44:52.000000,2025-09-27 20:12:07.000000,1635.0,8.0,tablet,deals,organic_search,,True,397.23
SESS103517,CUST1287,2025-08-17 10:29:07.000000,2025-08-17 10:59:07.000000,1800.0,10.0,desktop,category,referral,,False,0.0
SESS103518,CUST1147,2025-08-20 20:47:15.000000,2025-08-20 20:51:12.000000,,19.0,desktop,home,referral,,False,
SESS103519,CUST1483,2025-11-25 11:55:36.000000,2025-11-25 12:20:37.000000,1501.0,14.0,desktop,product,paid_search,Valentine's Day Specials,False,0.0
SESS103520,CUST1010,2026-01-26 13:24:18.000000,2026-01-26 13:52:21.000000,1683.0,12.0,desktop,,paid_search,Easter Weekend Sale,False,0.0
SESS103521,CUST1443,2025-10-26 03:49:15.000000,2025-10-26 03:52:41.000000,206.0,9.0,mobile,home,direct,,False,0.0
SESS103522,CUST1295,2025-07-27 14:22:28.000000,2025-07-27 14:29:00.000000,392.0,19.0,mobile,category,direct,,False,0.0
SESS103523,CUST1007,2025-08-17 13:42:17.000000,2025-08-17 14:09:46.000000,1649.0,4.0,desktop,product,organic_search,,False,0.0
SESS103524,CUST1349,2026-01-03 23:13:51.000000,2026-01-03 23:27:10.000000,799.0,8.0,mobile,product,social,Christmas Countdown,True,194.9
SESS103525,CUST1484,2026-01-17 03:20:26.000000,2026-01-17 03:25:16.000000,290.0,18.0,desktop,search,email,Cyber Monday Deals,True,155.81
SESS103526,CUST1176,2025-05-20 07:22:35.000000,,966.0,10.0,tablet,category,paid_search,Winter Warmup Deals,True,441.45
SESS103527,CUST1254,2025-04-12 06:52:58.000000,,1152.0,9.0,mobile,product,direct,,False,0.0
SESS103528,CUST1188,2025-12-08 10:30:46.000000,2025-12-08 10:33:53.000000,187.0,14.0,mobile,new_arrivals,organic_search,,True,498.18
, CUST1350 ,2025-08-04 18:37:03.000000,2025-08-04 18:39:13.000000,130.0,3.0,tablet,deals,direct,,False,0.0
SESS103530,CUST1153,2025-08-22 08:01:02.000000,2025-08-22 08:17:57.000000,1015.0,20.0,mobile,search,paid_search,Holiday Gift Guide 2026,False,
SESS103531,CUST1236,2025-09-10 03:38:18.000000,2025-09-10 04:07:33.000000,1755.0,17.0,mobile,deals,email,Anniversary Special,False,0.0
SESS103532,CUST1225,2026-01-26 19:33:35.000000,2026-01-26 19:39:35.000000,360.0,3.0,mobile,deals,direct,,False,
SESS103533,CUST1102,2025-05-05 17:43:18.000000,2025-05-05 17:52:07.000000,529.0,14.0,desktop,,paid_search,Spring Clearance,True,113.01
SESS103534,CUST1291,,2025-02-23 19:09:45.000000,517.0,16.0,mobile,deals,organic_search,,True,280.09
SESS103535,CUST1208,2025-07-21 20:09:10.000000,2025-07-21 20:26:18.000000,1028.0,10.0,tablet,search,email,Back to School Sale,False,0.0
,CUST1388,2026-01-31 15:58:23.000000,2026-01-31 16:27:17.000000,1734.0,9.0,desktop,home,referral,,True,203.69
SESS103537,CUST1221,2025-12-03 17:54:50.000000,2025-12-03 17:55:25.000000,35.0,8.0,tablet,search,paid_search,Holiday Gift Guide 2026,False,0.0
SESS103538,CUST1043,2025-08-25 04:01:55.000000,2025-08-25 04:18:04.000000,969.0,5.0,desktop,deals,direct,,True,433.82
SESS103539,CUST1448,2025-03-09 08:15:29.000000,2025-03-09 08:40:18.000000,1489.0,8.0,tablet,search,direct,,False,0.0
,CUST1301,,2025-03-12 23:21:31.000000,1541.0,4.0,tablet,new_arrivals,referral,,False,0.0
SESS103541,CUST1213,,2025-05-09 14:57:36.000000,941.0,19.0,tablet,,paid_search,End of Season Clearance,False,0.0
SESS103542,CUST1481,2025-05-11 01:22:39.000000,2025-05-11 01:40:49.000000,1090.0,18.0,desktop,deals,social,Winter Warmup Deals,False,0.0
SESS103543,CUST1384,2025-08-13 21:18:09.000000,2025-08-13 21:37:04.000000,1135.0,2.0,tablet,category,organic_search,,False,0.0
SESS103544,CUST1089,2025-04-03 03:23:36.000000,2025-04-03 03:24:55.000000,79.0,6.0,desktop,home,direct,,False,0.0
SESS103545,CUST1447,2025-04-16 15:54:36.000000,2025-04-16 16:06:46.000000,730.0,,desktop,category,paid_search,Diwali Festive Sale,True,388.57
SESS103546,,2025-11-16 22:49:33.000000,2025-11-16 22:51:39.000000,126.0,11.0,tablet,product,direct,,True,37.34
,CUST1470,2025-08-28 08:46:36.000000,2025-08-28 09:00:48.000000,852.0,19.0,tablet,product,referral,,True,97.24
SESS103548,CUST1018,,2025-05-03 18:42:19.000000,295.0,17.0,mobile,home,referral,,False,0.0
SESS103549,CUST1213,2025-06-28 20:38:02.000000,2025-06-28 20:51:34.000000,812.0,9.0,tablet,search,paid_search,Fall Fashion Preview,True,370.43
SESS103550,CUST1301,2026-01-23 16:38:50.000000,2026-01-23 17:08:10.000000,1760.0,7.0,desktop,new_arrivals,direct,,False,0.0
SESS103551,CUST1390,2025-08-22 08:16:28.000000,2025-08-22 08:39:13.000000,1365.0,8.0,desktop,new_arrivals,email,Summer Blowout 2026,False,0.0
SESS103552,CUST1317,2025-03-30 23:33:25.000000,2025-03-30 23:45:13.000000,708.0,4.0,tablet,,email,Anniversary Special,True,372.9
SESS103553,CUST1054,2025-03-01 03:24:48.000000,2025-03-01 03:39:32.000000,884.0,9.0,tablet,category,EMAIL,Anniversary Special,True,289.58
SESS103554,CUST1046,2025-04-16 02:57:52.000000,2025-04-16 03:22:04.000000,1452.0,17.0,mobile,product,paid_search,,False,0.0
SESS103555,CUST1045,2025-07-09 13:40:50.000000,2025-07-09 13:42:03.000000,73.0,7.0,desktop,product,direct,,False,0.0
SESS103556,CUST1035,2025-06-28 19:32:47.000000,2025-06-28 19:54:50.000000,1323.0,20.0,tablet,deals,referral,,False,0.0
SESS103557,CUST1049,2025-07-25 00:35:08.000000,2025-07-25 00:49:39.000000,871.0,2.0,mobile,search,direct,,False,0.0
,CUST1363,2026-01-20 13:53:11.000000,2026-01-20 14:10:16.000000,1025.0,12.0,desktop,new_arrivals, organic_search ,,False,0.0
SESS103559,CUST1189,2026-01-23 12:14:53.000000,2026-01-23 12:21:56.000000,423.0,6.0,tablet,search,paid_search,Anniversary Special,False,0.0
SESS103560,,,2025-12-05 21:45:17.000000,649.0,7.0, tablet , home ,direct,,True,78.27
SESS103561,CUST1469,2025-05-23 22:46:03.000000,2025-05-23 22:55:36.000000,573.0,10.0,tablet,category,email,Christmas Countdown,True,37.21
SESS103562,CUST1188,2025-09-23 13:17:46.000000,2025-09-23 13:20:47.000000,181.0,14.0,tablet,deals,organic_search,,False,0.0
SESS103563,CUST1405,2025-02-19 01:27:08.000000,2025-02-19 01:28:11.000000,63.0,7.0,tablet,search,social,Easter Weekend Sale,True,354.51
SESS103564,CUST1126,2025-08-01 13:02:35.000000,2025-08-01 13:23:57.000000,1282.0,, tablet ,search,email,,False,0.0
SESS103565,CUST1114,2025-08-19 04:54:27.000000,2025-08-19 05:17:46.000000,1399.0,15.0,,new_arrivals,organic_search,,True,105.72
SESS103566,CUST1218,2025-08-25 05:02:24.000000,2025-08-25 05:04:37.000000,133.0,19.0,mobile,category,referral,,False,0.0
SESS103567,CUST1280,2025-02-23 02:06:16.000000,2025-02-23 02:26:13.000000,1197.0,18.0,desktop,deals,direct,,False,0.0
SESS103568,CUST1004,2025-05-02 19:04:16.000000,2025-05-02 19:29:05.000000,1489.0,20.0,mobile,,organic_search,,,197.89
SESS103569,CUST1017,2025-03-28 10:42:31.000000,2025-03-28 10:45:55.000000,204.0,14.0,desktop,category,direct,,False,0.0
SESS103570,CUST1046,2026-01-12 06:47:28.000000,2026-01-12 07:12:12.000000,1484.0,,mobile,product,direct,,False,0.0
SESS103571,CUST1247,2025-04-22 07:42:15.000000,2025-04-22 07:56:53.000000,878.0,7.0,mobile,deals,referral,,True,229.71
SESS103572,CUST1461,2025-07-19 18:46:13.000000,2025-07-19 19:02:58.000000,1005.0,5.0,desktop,product,referral,,False,0.0
