order_id,payment_method,payment_status,transaction_fee,currency
ORD6336,credit_card,completed,15.4,BRL
ORD6337,debit_card,completed,24.2,AUD
ORD6338,wallet,completed,23.23,
ORD6339,,completed,13.0,AUD
ORD6340,paypal,completed,24.53,INR
ORD6341,,completed,20.18,BRL
ORD6342, bank_transfer ,completed,16.24,BRL
ORD6343,bank_transfer,completed,24.54,
,wallet,completed,22.09,BRL
,credit_card,completed,24.68,GBP
ORD6346,bank_transfer,completed,4.6,AUD
ORD6347,wallet,completed,7.24,BRL
ORD6348,wallet,completed,12.31,EUR
ORD6349,debit_card,completed,22.96,BRL
ORD6350,bank_transfer,completed,21.9,CAD
ORD6351,paypal,completed,5.6,EUR
ORD6352,bank_transfer,completed,,INR
ORD6353,debit_card,pending,13.73,USD
ORD6354,credit_card,completed,20.86,JPY
ORD6355,,completed,14.48,JPY
ORD6356,,failed,4.67,BRL
ORD6357,paypal,completed,7.13,BRL
ORD6358,credit_card,completed,12.23,EUR
ord6359,wallet,completed,3.0,JPY
ORD6360,bank_transfer,completed,11.01,USD
ORD6361,wallet,completed,11.9,EUR
ORD6362,paypal,completed,,INR
ORD6363,wallet,completed,,AUD
ORD6364,paypal,completed,,
ORD6365,wallet,completed,11.63,AUD
ORD6366,debit_card,completed,10.22,EUR
ORD6367,debit_card,completed,15.16,BRL
ORD6368,bank_transfer,completed,10.01,INR
ORD6369,credit_card,,13.84,CAD
ORD6370,credit_card,completed,24.59,EUR
ORD6371,paypal,refunded,20.69,INR
ord6372,debit_card,completed,1.44,EUR
ORD6373,bank_transfer,failed,11.47,BRL
,paypal,completed,16.63,JPY
ORD6375,wallet,completed,22.65,BRL
ORD6376,credit_card,completed,11.98,JPY
ORD6377,paypal,failed,,USD
ORD6378,debit_card,completed,24.73,JPY
ORD6379,credit_card,completed,22.94,INR
ORD6380,wallet,completed,8.57,
ORD6381,credit_card,completed,22.73,JPY
ORD6382,bank_transfer,refunded,7.73,EUR
,debit_card,completed,22.67,BRL
ORD6384,bank_transfer,completed,5.84,EUR
ORD6385,paypal,pending,16.7,AUD
ORD6386,bank_transfer,,14.04,BRL
ORD6387,credit_card,pending,8.01,EUR
ORD6388,credit_card,completed,23.62,
ORD6389,paypal,completed,9.0,GBP
ORD6390,credit_card,refunded,17.19,JPY
ORD6391,debit_card,completed,19.78,CAD
,wallet,completed,,GBP
ORD6393,credit_card,refunded,20.74,AUD
ORD6394,wallet,completed,14.59,USD
ORD6395,bank_transfer,completed,1.84,EUR
ORD6396,bank_transfer,completed,22.8,BRL
ORD6397,paypal,completed,10.41,AUD
ORD6398,paypal,completed,13.06,JPY
ORD6399,debit_card,failed,13.13,JPY
ORD6400,wallet,completed,14.26,gbp
ORD6401,debit_card,completed,5.8,CAD
ORD6402,debit_card,completed,10.8,BRL
ORD6403,bank_transfer,completed,15.29,JPY
ORD6404,credit_card, completed ,6.57,CAD
ORD6405,credit_card, completed ,7.44,BRL
ORD6406,paypal,completed,17.72,JPY
ORD6407,debit_card,,24.57,
ORD6408,credit_card,completed,21.32,CAD
ORD6409, paypal ,pending,23.46,EUR
ORD6410,paypal,COMPLETED,11.26,JPY
ORD6411,wallet,,5.81,JPY
ORD6412,wallet,completed,2.06,BRL
ORD6413,paypal,completed,8.22,EUR
ORD6414,paypal,refunded,19.09,JPY
ORD6415,wallet,completed,24.85,USD
ORD6416,bank_transfer,pending,0.83,GBP
ORD6417,paypal,refunded,9.07,AUD
ORD6418,credit_card, completed ,7.48,INR
ORD6419,credit_card,completed,13.76,CAD
ORD6420,debit_card,failed,15.71,AUD
ORD6421,paypal,refunded,21.4,GBP
,debit_card,completed,12.43,JPY
ORD6423,paypal,completed,24.93, GBP 
ORD6424,paypal,completed,2.55,JPY
ORD6425,wallet,completed,23.62,JPY
ORD6426,wallet,refunded,15.38,INR
ORD6427,credit_card,completed,3.33,AUD
ORD6428,credit_card,refunded,21.86,USD
ORD6429,credit_card,completed,13.49,EUR
ORD6430,debit_card,completed,4.25,
ORD6431,bank_transfer,completed,11.83,INR
ORD6432,credit_card,completed,4.83,EUR
ORD6433,wallet,completed,23.99,GBP
ORD6434,debit_card,completed,22.61,BRL
ORD6435,wallet,completed,9.86,AUD
ORD6436,wallet,completed,6.4,
ORD6437,credit_card,completed,4.4,
,wallet,failed,20.87,
ORD6439,debit_card,failed,12.21,INR
ORD6440,credit_card,completed,0.84,JPY
ORD6441,,completed,14.88,BRL
ORD6442,debit_card,completed,8.41,INR
ORD6443,paypal,completed,11.34,EUR
ORD6444,debit_card,completed,21.5,JPY
ORD6445,debit_card, completed ,22.91,GBP
ORD6446,paypal,pending,10.05,AUD
ORD6447,debit_card,completed,10.7,EUR
ORD6448,bank_transfer,failed,10.29, GBP 
ORD6449,credit_card,completed,5.56,USD
ORD6450,debit_card,refunded,17.89,
ORD6451,wallet,,2.45,
ORD6452,debit_card,pending,11.62,JPY
ORD6453,PAYPAL,failed,10.33,AUD
ORD6454,paypal,completed,11.87,EUR
ORD6455,BANK_TRANSFER,PENDING,0.82,EUR
ORD6456,bank_transfer,completed,18.88,GBP
ORD6457,paypal,refunded,22.05,AUD
ORD6458,paypal,completed,7.22,BRL
ORD6459,paypal,completed,7.21,JPY
ORD6460,wallet,completed,9.19,EUR
,debit_card,failed,5.21,BRL
,paypal,pending,10.77,USD
, wallet ,pending,8.63,EUR
ORD6464,paypal,pending,18.84,USD
ORD6465,debit_card,completed,16.96,AUD
ORD6466,paypal,completed,20.56,INR
ORD6467,bank_transfer,completed,18.2,INR
ORD6468,debit_card,completed,2.58,USD
ORD6469,paypal,completed,7.24,AUD
ORD6470,bank_transfer,completed,8.14,JPY
,credit_card,completed,21.06,AUD
ORD6472,,completed,7.83,BRL
ORD6473,bank_transfer,completed,17.58,CAD
ORD6474,debit_card,pending,17.44,BRL
ORD6475,debit_card,completed,18.07,EUR
ORD6476,debit_card,refunded,24.95,JPY
ORD6477,,,,INR
ORD6478,bank_transfer,failed,1.05,JPY
ORD6479,wallet,,6.35,JPY
,wallet,completed,20.02,EUR
ORD6481,wallet,completed,12.03,EUR
ORD6482,credit_card,completed,9.48,JPY
, bank_transfer ,COMPLETED,19.69,USD
ORD6484,credit_card,pending,20.76,INR
ORD6485,paypal,pending,1.38,jpy
ORD6486,credit_card,completed,5.27,INR
,paypal,completed,10.7, CAD 
ORD6488,wallet,completed,23.27,INR
ORD6489,wallet, refunded ,14.91,CAD
ORD6490,credit_card,completed,21.74,JPY
ORD6491,wallet,completed,3.3,BRL
,,completed,3.36,INR
ORD6493,bank_transfer,completed,19.83,AUD
ORD6494,bank_transfer,pending,4.66,CAD
ORD6495,credit_card,refunded,19.98,INR
ORD6496,credit_card,completed,14.63,BRL
ORD6497,paypal,completed,8.53,JPY
ORD6498,bank_transfer,completed,13.94,GBP
ORD6499,debit_card,completed,18.77,JPY
ORD6500,paypal,,15.98,BRL
ORD6501,bank_transfer,refunded,1.78,JPY
ORD6502,credit_card,completed,,CAD
ORD6503,bank_transfer,completed,2.42,JPY
ORD6504,bank_transfer,completed,23.0,USD
ORD6505,debit_card,completed,12.41,INR
ORD6506, debit_card ,completed,17.76,EUR
,credit_card,pending,,INR
ORD6508,bank_transfer, completed ,8.18, gbp 
ORD6509,credit_card,completed,17.65,EUR
ORD6510,wallet,completed,11.71,AUD
ORD6511,bank_transfer,completed,21.11,INR
ORD6512,debit_card,completed,8.65,EUR
ORD6513,credit_card,pending,5.21,CAD
,credit_card,completed,19.5,GBP
ORD6515,credit_card,pending,18.43,
ORD6516, paypal ,completed,17.73, aud 
ORD6517,debit_card,completed,10.04,AUD
ORD6518,credit_card,completed,22.08,AUD
ORD6519,paypal,completed,13.74,CAD
ORD6520,bank_transfer,completed,8.47,EUR
ORD6521,credit_card,completed,13.41,CAD
ORD6522,wallet,refunded,18.19,CAD
ORD6523,credit_card,completed,4.28,EUR
ORD6524, paypal ,completed,23.35,CAD
ORD6525,debit_card,completed,23.86,USD
ORD6526,,failed,9.57,GBP
ORD6527,credit_card,pending,8.44,BRL
ORD6528,debit_card,completed,14.55, EUR 
ORD6529,wallet,pending,18.27,BRL
ORD6530,debit_card,completed,3.89,BRL
ORD6531,,completed,14.87,BRL
ORD6532,bank_transfer,failed,11.56,EUR
ORD6533,credit_card,pending,17.52,JPY
ORD6534,paypal,completed,0.53,BRL
ORD6535,credit_card,completed,13.97,AUD
,debit_card,completed,10.22,USD
ORD6537,credit_card,,6.38,USD
ORD6538,debit_card,failed,14.7,JPY
,debit_card,failed,3.1,JPY
ORD6540,debit_card,completed,6.55,USD
ORD6541,paypal,completed,17.52, INR 
 ORD6542 ,credit_card,refunded,14.25,EUR
,debit_card,completed,23.84,EUR
, bank_transfer ,completed,8.07,CAD
ORD6545,paypal,completed,8.65,JPY
ORD6546,paypal,completed,19.69,USD
,debit_card,completed,,USD
,paypal,completed,15.05,EUR
ORD6549,debit_card,completed,13.43,USD
ORD6550,credit_card,completed,5.36,BRL
ORD6551,credit_card,refunded,9.07, jpy 
ORD6552,paypal,,1.5,EUR
,wallet,completed,1.25,AUD
ORD6554,wallet,completed,4.83,USD
ORD6555,debit_card,completed,14.65,CAD
,paypal,completed,22.83,INR
ORD6557,wallet,failed,12.72,AUD
ORD6558,debit_card,completed,,EUR
ORD6559,wallet,completed,8.35,
ORD6560,bank_transfer,completed,16.23,INR
ORD6561,debit_card,completed,16.01,INR
,wallet,completed,10.86,AUD
ORD6563,wallet,completed,0.95,USD
ORD6564,paypal,refunded,4.41,CAD
,bank_transfer,completed,15.1,EUR
ORD6566, wallet ,completed,2.96,CAD
ORD6567, credit_card ,pending,15.39,GBP
ORD6568,bank_transfer,completed,15.13,INR
,wallet,completed,12.75, AUD 
ORD6570,credit_card,completed,2.97,EUR
ORD6571,debit_card,completed,2.15,CAD
ORD6572,paypal,completed,16.4,BRL
ORD6573,credit_card,completed,1.23,EUR
ORD6574,bank_transfer,completed,7.01, INR 
ORD6575,wallet,completed,12.65,JPY
ORD6576,credit_card,failed,11.11,JPY
ORD6577,paypal,pending,17.42,
ORD6578,bank_transfer,completed,13.82,USD
,wallet,,22.97,GBP
ORD6580,paypal,completed,10.42,EUR
ord6581,wallet,completed,10.85,
 ord6582 ,wallet,pending,2.5,USD
ORD6583,debit_card,completed,21.28,AUD
ORD6584,wallet,refunded,7.37,JPY
ORD6585,debit_card,completed,19.17,EUR
ORD6586,wallet,completed,16.47,EUR
ORD6587,bank_transfer,completed,,JPY
,,completed,7.88,BRL
ORD6589,debit_card,completed,9.59,AUD
ORD6590,debit_card,completed,18.58,JPY
ORD6591,wallet,refunded,17.63,EUR
,wallet,refunded,21.67,
ord6593,debit_card,failed,9.13,CAD
ORD6594,wallet,completed,19.19,GBP
ORD6595,debit_card,refunded,22.68,AUD
ORD6596,wallet,pending,5.08,CAD
ORD6597,debit_card,completed,19.42,JPY
ORD6598,debit_card,failed,13.41,USD
ORD6599,wallet,pending,24.5,BRL
ORD6600,debit_card,completed,10.79,AUD
ORD6601,debit_card,completed,22.42,CAD
,credit_card,completed,1.8,JPY
ORD6603,bank_transfer,completed,2.19,USD
ORD6604,paypal,pending,8.81,INR
ORD6605,debit_card,completed,13.55,EUR
ORD6606,wallet,completed,14.0,BRL
ORD6607,bank_transfer,completed,24.5,INR
ORD6608,paypal,completed,17.79,GBP
ORD6609,bank_transfer,completed,,AUD
ORD6610,bank_transfer,completed,22.79,
ORD6611,paypal,completed,8.06,EUR
ORD6612,debit_card,failed,20.75,CAD
ORD6613,wallet,COMPLETED,18.39,GBP
ORD6614,credit_card,completed,21.73,GBP
ORD6615,wallet,completed,,AUD
ORD6616,wallet,completed,24.25,USD
ORD6617,credit_card,completed,,GBP
ORD6618,,completed,10.92,GBP
ORD6619,paypal,completed,,INR
ORD6620,wallet,pending,10.63,USD
ORD6621,wallet,completed,4.91,GBP
ORD6622,debit_card,pending,24.24,brl
ORD6623,credit_card,completed,24.37,CAD
ORD6624,paypal,completed,21.55,JPY
ORD6625,paypal,completed,9.53,JPY
ORD6626,,completed,4.09,JPY
ORD6627,debit_card,completed,3.77,EUR
ORD6628, credit_card ,completed,10.36,EUR
ORD6629,wallet,completed,7.93,INR
ORD6630,wallet,completed,2.86,USD
ORD6631,bank_transfer,completed,6.22,JPY
ORD6632,debit_card,completed,2.92,EUR
ORD6633,bank_transfer,completed,0.53,GBP
ORD6634,wallet,completed,9.79,
ORD6635,bank_transfer,completed,4.43,AUD
ORD6636,WALLET,completed,7.29,
ORD6637,debit_card,completed,8.71,CAD
ORD6638,BANK_TRANSFER,refunded,17.37,AUD
ORD6639,debit_card,completed,19.31,USD
ORD6640,bank_transfer,completed,21.57,AUD
ORD6641,credit_card,completed,6.68,AUD
ORD6642,debit_card,completed,3.1,AUD
ORD6643,wallet,completed,3.24,USD
ORD6644, debit_card ,,8.57,JPY
ORD6645,wallet,failed,12.06,BRL
ORD6646,paypal,pending,5.45,EUR
ORD6647,credit_card,completed,3.95,CAD
ORD6648,wallet,completed,10.18,GBP
ORD6649,bank_transfer,completed,19.45,INR
ORD6650,debit_card,completed,10.9,GBP
ORD6651,wallet,,0.88,GBP
ORD6652,wallet,completed,12.85,INR
,paypal,completed,5.97,INR
ORD6654,paypal,completed,3.19,USD
,bank_transfer,pending,15.64, INR 
ORD6656,credit_card,pending,21.73,INR
ORD6657,paypal,COMPLETED,19.59,BRL
ORD6658,bank_transfer,completed,10.67,BRL
ORD6659,bank_transfer,completed,14.78,INR
ORD6660,debit_card,completed,7.3,JPY
,paypal,completed,22.25,BRL
ORD6662,wallet,refunded,1.39,USD
ORD6663,wallet,pending,13.47,INR
, wallet ,pending,8.87,JPY
ORD6665,debit_card,completed,10.07,GBP
ORD6666,paypal,completed,22.38,INR
,debit_card,completed,9.9,CAD
 ord6668 ,debit_card,refunded,16.68,EUR
ORD6669,debit_card,completed,20.13,AUD
ORD6670,bank_transfer,refunded,,EUR
ORD6671,paypal,,18.44,BRL
ORD6672,bank_transfer,completed,7.39, brl 
ORD6673,credit_card,completed,3.23,EUR
ORD6674,wallet,pending,18.23,GBP
ORD6675,paypal,pending,23.92,EUR
ORD6676,bank_transfer,failed,,AUD
ORD6677, credit_card , failed ,4.45,INR
ORD6678,debit_card,completed,15.0,CAD
ORD6679,credit_card,completed,22.47,BRL
ORD6680,paypal,refunded,3.41,GBP
ORD6681,paypal,pending,19.05,BRL
ORD6682,debit_card,pending,6.84,CAD
ORD6683,credit_card,completed,21.71,USD
ORD6684,paypal,pending,17.73,BRL
ORD6685,paypal,refunded,12.78,CAD
ORD6686,paypal,completed,5.44,
ORD6687,debit_card,completed,2.05,
ORD6688,,pending,21.38,GBP
ORD6689,credit_card,,,BRL
ORD6690,bank_transfer,pending,3.61,JPY
ORD6691, wallet ,completed,1.32,INR
ORD6692,wallet,completed,,CAD
ORD6693,bank_transfer,completed,6.52,CAD
ORD6694,paypal,completed,8.85,JPY
ORD6695,bank_transfer,completed,19.56,GBP
ORD6696,wallet,completed,24.47,JPY
ORD6697,paypal,completed,16.77,GBP
ORD6698,,completed,,CAD
ORD6699, credit_card ,completed,4.67,INR
ORD6700,paypal,completed,3.71,EUR
ORD6701,credit_card,completed,20.8,BRL
ORD6702,credit_card,completed,4.04,USD
ORD6703,bank_transfer,completed,18.57,USD
ORD6704,credit_card,completed,16.68,JPY
ORD6705,wallet,completed,12.16,AUD
ORD6706,bank_transfer,completed,18.08,EUR
ORD6707,debit_card,,16.99,INR
,debit_card,pending,6.61,INR
,debit_card,completed,1.49,JPY
ORD6710,paypal,completed,16.93,USD
ORD6711,wallet,refunded,3.46,CAD
ORD6712,wallet,completed,21.35,CAD
ORD6713,credit_card,refunded,21.28,AUD
ORD6714,paypal,completed,22.45,BRL
ORD6715,paypal,completed,5.3,EUR
ORD6716,credit_card,refunded,6.05,inr
ORD6717,paypal,completed,14.69,AUD
,paypal,completed,6.44,
ORD6719,bank_transfer,refunded,,CAD
ORD6720,credit_card,completed,12.24,EUR
ORD6721,debit_card,completed,,AUD
ORD6722,wallet,refunded,24.19,CAD
,bank_transfer,completed,,CAD
ORD6724,paypal,completed,23.29,BRL
ORD6725,wallet,refunded,22.81,INR
ORD6726,wallet,completed,13.56,CAD
ORD6727,credit_card,pending,15.51,GBP
ORD6728,credit_card,,1.94, USD 
ORD6729,paypal,completed,20.68,USD
ORD6730,credit_card,completed,0.56,AUD
,wallet,completed,22.9,USD
,bank_transfer,completed,16.03,CAD
ORD6733,bank_transfer,completed,16.42,BRL
ORD6734,bank_transfer,pending,13.75,JPY
ORD6735,debit_card,completed,13.81,CAD
ORD6736,wallet,completed,22.3,CAD
ORD6737,debit_card,pending,11.87,INR
ORD6738,wallet,failed,10.34,BRL
ORD6739,credit_card,completed,17.26,AUD
ORD6740,debit_card,completed,8.82,EUR
ORD6741,credit_card,,1.1,CAD
ORD6742,bank_transfer,completed,3.58,EUR
ORD6743,,completed,11.2,AUD
ORD6744,,completed,14.39,USD
,credit_card,completed,7.83,EUR
ORD6746,bank_transfer,completed,21.37,BRL
ORD6747,debit_card,completed,3.77,
ORD6748,wallet,completed,11.41, eur 
ORD6749,,refunded,9.57,CAD
ORD6750,credit_card,completed,12.59,JPY
ORD6751,bank_transfer,refunded,,USD
ORD6752,debit_card,completed,13.34,
ORD6753,bank_transfer,completed,11.45,AUD
ORD6754,,pending,23.07,
ORD6755,bank_transfer,completed,22.65,AUD
 ORD6756 ,wallet,,10.36,INR
ORD6757,credit_card,completed,,BRL
ORD6758,credit_card,completed,6.57,USD
ORD6759,,completed,,INR
ORD6760,paypal,completed,10.73,INR
ORD6761,bank_transfer,completed,11.02,INR
ORD6762,credit_card,completed,14.43,USD
,,completed,23.51,USD
ORD6764,credit_card,completed,3.33,BRL
ORD6765,bank_transfer,failed,2.5,INR
ORD6766,debit_card, completed ,1.53,USD
 ORD6767 ,credit_card,completed,5.18, AUD 
ORD6768,paypal,completed,14.54,INR
ORD6769,paypal,completed,13.09,USD
ORD6770,credit_card,pending,4.92,CAD
,credit_card,completed,21.96,AUD
ORD6772,paypal,refunded,9.29,usd
ORD6773,wallet,completed,18.06,GBP
ord6774,debit_card,completed,14.76,JPY
ORD6775,wallet,completed,19.98,INR
ORD6776,wallet,completed,12.97,GBP
ORD6777,credit_card,pending,8.77,EUR
ORD6778,wallet,,4.54,JPY
ORD6779,bank_transfer,pending,6.51,EUR
ORD6780,wallet,completed,10.52, BRL 
ORD6781,,completed,16.2,JPY
ORD6782,credit_card, completed ,22.56,INR
ORD6783,paypal,refunded,19.57,AUD
ORD6784,debit_card,failed,4.57,JPY
ORD6785,paypal,completed,7.63,GBP
ORD6786,wallet,completed,,AUD
ORD6787,PAYPAL,completed,13.52,EUR
,debit_card,refunded,23.37,USD
ORD6789,bank_transfer,completed,13.75,BRL
ORD6790,paypal,refunded,4.97,USD
ORD6791,,completed,5.37,USD
ORD6792,credit_card,completed,16.81,
ORD6793,wallet,completed,11.76,BRL
ORD6794,wallet,COMPLETED,23.78,AUD
,debit_card,completed,24.04,
ORD6796,debit_card,failed,2.1,INR
ORD6797,paypal,completed,12.6,EUR
ORD6798,debit_card,COMPLETED,11.67,INR
ORD6799,credit_card,,7.98,AUD
ORD6800,debit_card,completed,16.84,INR
ORD6801,debit_card,completed,,JPY
ORD6802,paypal,completed,10.75,AUD
ORD6803,paypal,refunded,,GBP
ORD6804,wallet,pending,19.67,CAD
ORD6805, credit_card ,pending,4.06,GBP
ORD6806,bank_transfer,completed,19.08,BRL
ORD6807,CREDIT_CARD,completed,5.02,CAD
ORD6808,debit_card,completed,22.18,AUD
,paypal,completed,10.26,INR
ORD6810,debit_card,completed,8.43,GBP
ORD6811,paypal,completed,8.33,JPY
ORD6812,paypal,failed,7.62,EUR
 ORD6813 ,,completed,22.43,BRL
ORD6814,bank_transfer,completed,4.97,CAD
ORD6815,debit_card,completed,16.44,USD
,paypal,completed,16.52,GBP
ORD6817,credit_card,failed,10.97,AUD
ORD6818,wallet,completed,20.31,GBP
ORD6819,debit_card,completed,5.37,BRL
ORD6820,paypal,refunded,5.98,CAD
ORD6821,paypal,pending,10.55,USD
ORD6822,debit_card,completed,3.92,AUD
ORD6823,paypal,refunded,8.1,AUD
ORD6824,credit_card, completed ,,AUD
ORD6825,paypal,completed,4.65,GBP
ORD6826,credit_card,completed,3.13,BRL
ORD6827,bank_transfer,completed,24.58,USD
ORD6828,wallet,completed,23.0,CAD
ORD6829,bank_transfer,completed,13.45,BRL
ORD6830,wallet,completed,4.61,EUR
ORD6831,paypal,pending,16.47,AUD
ORD6832,debit_card,completed,11.6,USD
ORD6833,paypal,failed,2.46,AUD
,wallet,completed,2.78,EUR
ORD6835,bank_transfer,completed,13.16,USD
ORD6836,bank_transfer,failed,7.67,CAD
,bank_transfer,completed,18.34,BRL
ord6838,bank_transfer,completed,15.39,BRL
,wallet,completed,17.57,JPY
ORD6840,paypal,failed,19.54,GBP
ORD6841,wallet,completed,21.3,EUR
ORD6842,credit_card,completed,9.32,JPY
ORD6843,debit_card,completed,16.4,EUR
ORD6844,credit_card,completed,16.02,
ORD6845,credit_card,refunded,16.18,USD
ORD6846,paypal,pending,0.94,JPY
ORD6847,debit_card,completed,4.63,JPY
ORD6848,paypal,completed,5.05,AUD
ORD6849,paypal,completed,17.59,EUR
ORD6850,wallet,failed,13.97,EUR
ORD6851,bank_transfer,completed,19.44,EUR
ORD6852,credit_card,COMPLETED,22.96,JPY
ORD6853,paypal,completed,18.71,BRL
ORD6854,bank_transfer,completed,9.71,CAD
ORD6855,credit_card,completed,11.31,BRL
ORD6856,credit_card,completed,6.49,JPY
,paypal,completed,12.57,AUD
ORD6858,bank_transfer,completed,10.81,AUD
ORD6859,,completed,,CAD
ORD6860,bank_transfer,completed,12.17,GBP
,bank_transfer,completed,9.27,brl
ORD6862,wallet,refunded,24.37,EUR
ORD6863,debit_card,refunded,2.96,JPY
ORD6864,debit_card,completed,22.88,AUD
ORD6865,wallet,completed,8.59,GBP
ORD6866,wallet,completed,15.3,GBP
ORD6867,debit_card,completed,,AUD
ORD6868,debit_card,completed,3.03,CAD
ORD6869,debit_card,pending,22.86,INR
ORD6870,bank_transfer,completed,11.13,USD
ORD6871,credit_card,refunded,,JPY
ORD6872,paypal,completed,23.94,USD
ORD6873,credit_card,completed,22.49,INR
ORD6874,credit_card,failed,24.78,EUR
ORD6875,debit_card,completed,21.83,GBP
ORD6876, credit_card ,completed,10.64,BRL
ord6877,wallet,completed,17.21,AUD
ORD6878,credit_card,completed,3.55,AUD
ORD6879,wallet,completed,22.83,USD
,,pending,22.79,INR
ORD6881,PAYPAL,completed,1.19,INR
,wallet,completed,5.09,CAD
 ORD6883 ,debit_card,completed,22.59,JPY
ORD6884,debit_card,completed,16.78,AUD
,debit_card,completed,7.54,CAD
ORD6886,credit_card,completed,6.65,INR
ORD6887,debit_card,completed,17.37,USD
ORD6888,debit_card,completed,4.96,GBP
ORD6889,bank_transfer,completed,19.04,JPY
ORD6890,credit_card,completed,12.75,INR
ORD6891,paypal,failed,23.3,CAD
,wallet,pending,23.24,USD
ORD6893,credit_card,pending,15.12,JPY
ORD6894,debit_card, completed ,3.96,EUR
ORD6895,wallet,refunded,20.21,AUD
,wallet,completed,5.16,CAD
ORD6897,bank_transfer,completed,17.59,USD
ORD6898,wallet,completed,17.34,JPY
ORD6899,credit_card,,6.36,EUR
ORD6900,bank_transfer,failed,15.01,USD
,paypal,completed,7.53,JPY
ORD6902,,completed,,GBP
ORD6903,debit_card,completed,21.74,INR
ORD6904,debit_card,completed,8.2,INR
,bank_transfer,completed,7.46,AUD
ORD6906,paypal, completed ,5.66,USD
ORD6907,bank_transfer,completed,13.01,USD
ORD6908,,completed,13.48,INR
ORD6909,bank_transfer, completed ,12.13,BRL
ORD6910,bank_transfer,pending,11.59,JPY
ORD6911,wallet,completed,16.26,GBP
ORD6912,wallet,completed,22.51,JPY
ORD6913,bank_transfer,completed,24.77,USD
ORD6914,bank_transfer,refunded,9.04,CAD
ORD6915,wallet, completed ,20.89,
ORD6916,debit_card,completed,14.83,JPY
ORD6917,credit_card,completed,,USD
ORD6918,debit_card,completed,5.42,USD
ORD6919,bank_transfer,completed,8.4,INR
ORD6920,paypal,pending,2.08,GBP
ORD6921,debit_card,refunded,23.88, BRL 
ORD6922,wallet,completed,19.01,USD
ORD6923,,completed,10.93,GBP
,paypal,completed,18.94,INR
ORD6925,,pending,10.27,AUD
ORD6926,credit_card,,1.49,JPY
ORD6927,wallet,completed,22.96,INR
,debit_card,completed,17.67,BRL
,wallet,completed,6.7,GBP
ORD6930,paypal,completed,10.63,BRL
ORD6931,bank_transfer,completed,12.42,JPY
ord6932,bank_transfer,pending,3.01,AUD
ORD6933,paypal,refunded,11.29,EUR
ORD6934,debit_card,completed,7.88,GBP
ORD6935,wallet,completed,15.18,EUR
,debit_card,completed,23.15,INR
ORD6937,bank_transfer,completed,0.65,
ORD6938,paypal,,7.24,BRL
ORD6939,,completed,0.94,BRL
 ord6940 ,,completed,24.82,USD
ORD6941,debit_card,completed,22.25,INR
ORD6942,wallet,completed,17.18,BRL
ORD6943,bank_transfer,completed,10.43,EUR
ORD6944,bank_transfer,pending,1.54,JPY
ORD6945,wallet,completed,19.81,JPY
ORD6946, bank_transfer ,completed,17.85,BRL
ORD6947,debit_card,completed,6.44,
,wallet,completed,21.44,AUD
ORD6949,debit_card,completed,5.58,INR
ORD6950,bank_transfer,completed,12.71,AUD
,bank_transfer,failed,11.53,CAD
ORD6952,credit_card,completed,24.86,AUD
ORD6953,debit_card,refunded,10.35,AUD
ORD6954,wallet,completed,19.19,JPY
ORD6955,wallet,completed,19.4,CAD
ORD6956,debit_card,completed,9.3,BRL
ORD6957,bank_transfer,completed,1.77,JPY
,debit_card,completed,5.38,JPY
ORD6959,credit_card,completed,23.14, AUD 
ORD6960,bank_transfer,refunded,1.94,CAD
ORD6961,,completed,10.76,CAD
ORD6962,credit_card,completed,5.79,CAD
ORD6963,debit_card,completed,18.8,BRL
ORD6964,credit_card,refunded,17.25,INR
ORD6965,bank_transfer,refunded,1.77,
ORD6966,paypal,completed,4.27,INR
ORD6967,debit_card,pending,16.05,INR
ORD6968,wallet,failed,4.44,INR
ORD6969,paypal,failed,15.18,USD
ORD6970,debit_card,pending,5.89,INR
ORD6971,paypal,failed,10.26,INR
ORD6972,debit_card,completed,9.13,JPY
,credit_card,completed,,CAD
ORD6974,debit_card,completed,14.71,AUD
ORD6975,wallet,completed,17.19,AUD
ORD6976,paypal,completed,13.13,CAD
,wallet,completed,23.98,AUD
ORD6978,wallet,completed,12.13,GBP
ORD6979,wallet,completed,3.87,EUR
ORD6980,paypal,failed,4.05,CAD
ORD6981,wallet,completed,11.26,INR
ORD6982,credit_card,completed,15.78, usd 
ORD6983,wallet,completed,24.51,EUR
ORD6984,bank_transfer,completed,23.47,USD
ORD6985,bank_transfer,pending,14.13,GBP
ORD6986,debit_card,pending,16.56,INR
 ord6987 ,bank_transfer,refunded,18.92,GBP
ORD6988,credit_card,failed,16.45,INR
ORD6989,credit_card,completed,,EUR
ORD6990,credit_card,pending,14.24, GBP 
ord6991,debit_card,completed,12.38,EUR
ORD6992,bank_transfer,,10.41,USD
ORD6993,credit_card,completed,8.06,BRL
ORD6994,bank_transfer,completed,23.79,USD
ORD6995,bank_transfer,PENDING,5.46,INR
ORD6996,wallet,completed,5.51,USD
ORD6997,debit_card,completed,10.85,GBP
,bank_transfer,completed,4.63,
ORD6999,credit_card,completed,17.16,EUR
ORD7000,paypal,refunded,18.8,JPY
ORD7001,bank_transfer,refunded,10.45,USD
ORD7002,debit_card,completed,5.44,JPY
ORD7003,wallet,completed,6.29,EUR
ORD7004,debit_card,completed,13.78,eur
